"Código CPE";"Categoría del CPE";"Comunidad Autónoma";"CPE";"Unidades de medida"
"SOC_CLND023";"Semillas de girasol";"Comunidad Autónoma de Extremadura";"578.22";"€/ha"
"SOC_CLND023";"Semillas de girasol";"Comunidad Autónoma de Galicia";"490.56";"€/ha"
"SOC_CLND023";"Semillas de girasol";"Comunidad de Madrid";"384.08";"€/ha"
"SOC_CLND023";"Semillas de girasol";"Región de Murcia";"666.43";"€/ha"
"SOC_CLND023";"Semillas de girasol";"Comunidad Foral de Navarra";"666.87";"€/ha"
"SOC_CLND023";"Semillas de girasol";"Comunidad Autónoma del País Vasco";"716.83";"€/ha"
"SOC_CLND023";"Semillas de girasol";"Comunidad Autónoma de La Rioja";"887.98";"€/ha"
"SOC_CLND024";"Soja";"Comunidad Autónoma de Andalucía";"493.12";"€/ha"
"SOC_CLND024";"Soja";"Comunidad Autónoma de Aragón";"1410.41";"€/ha"
"SOC_CLND024";"Soja";"Principado de Asturias";"1571.9";"€/ha"
"SOC_CLND024";"Soja";"Comunidad Autónoma de Illes Balears";"1571.9";"€/ha"
"SOC_CLND024";"Soja";"Comunidad Autónoma de Canarias";"1571.9";"€/ha"
"SOC_CLND024";"Soja";"Comunidad Autónoma de Cantabria";"1571.9";"€/ha"
"SOC_CLND024";"Soja";"Comunidad Autónoma de Castilla y León";"1479.81";"€/ha"
"SOC_CLND024";"Soja";"Comunidad Autónoma de Castilla-La Mancha";"1040.83";"€/ha"
"SOC_CLND024";"Soja";"Comunidad Autónoma de Cataluña";"1003.97";"€/ha"
"SOC_CLND024";"Soja";"Comunidad Valenciana";"1571.9";"€/ha"
"SOC_CLND024";"Soja";"Comunidad Autónoma de Extremadura";"1816.26";"€/ha"
"SOC_CLND024";"Soja";"Comunidad Autónoma de Galicia";"1571.9";"€/ha"
"SOC_CLND024";"Soja";"Comunidad de Madrid";"1571.9";"€/ha"
"SOC_CLND024";"Soja";"Región de Murcia";"1571.9";"€/ha"
"SOC_CLND024";"Soja";"Comunidad Foral de Navarra";"1378.49";"€/ha"
"SOC_CLND024";"Soja";"Comunidad Autónoma del País Vasco";"1571.9";"€/ha"
"SOC_CLND024";"Soja";"Comunidad Autónoma de La Rioja";"1571.9";"€/ha"
"SOC_CLND025";"Lino oleaginoso (linaza)";"Comunidad Autónoma de Andalucía";"559.66";"€/ha"
"SOC_CLND025";"Lino oleaginoso (linaza)";"Comunidad Autónoma de Aragón";"559.66";"€/ha"
"SOC_CLND025";"Lino oleaginoso (linaza)";"Principado de Asturias";"559.66";"€/ha"
"SOC_CLND025";"Lino oleaginoso (linaza)";"Comunidad Autónoma de Illes Balears";"559.66";"€/ha"
"SOC_CLND025";"Lino oleaginoso (linaza)";"Comunidad Autónoma de Canarias";"559.66";"€/ha"
"SOC_CLND025";"Lino oleaginoso (linaza)";"Comunidad Autónoma de Cantabria";"559.66";"€/ha"
"SOC_CLND025";"Lino oleaginoso (linaza)";"Comunidad Autónoma de Castilla y León";"559.66";"€/ha"
"SOC_CLND025";"Lino oleaginoso (linaza)";"Comunidad Autónoma de Castilla-La Mancha";"559.66";"€/ha"
"SOC_CLND025";"Lino oleaginoso (linaza)";"Comunidad Autónoma de Cataluña";"559.66";"€/ha"
"SOC_CLND025";"Lino oleaginoso (linaza)";"Comunidad Valenciana";"559.66";"€/ha"
"SOC_CLND025";"Lino oleaginoso (linaza)";"Comunidad Autónoma de Extremadura";"559.66";"€/ha"
"SOC_CLND025";"Lino oleaginoso (linaza)";"Comunidad Autónoma de Galicia";"559.66";"€/ha"
"SOC_CLND025";"Lino oleaginoso (linaza)";"Comunidad de Madrid";"559.66";"€/ha"
"SOC_CLND025";"Lino oleaginoso (linaza)";"Región de Murcia";"559.66";"€/ha"
"SOC_CLND025";"Lino oleaginoso (linaza)";"Comunidad Foral de Navarra";"559.66";"€/ha"
"SOC_CLND025";"Lino oleaginoso (linaza)";"Comunidad Autónoma del País Vasco";"559.66";"€/ha"
"SOC_CLND025";"Lino oleaginoso (linaza)";"Comunidad Autónoma de La Rioja";"559.66";"€/ha"
"SOC_CLND026";"Otros cultivos de semillas oleaginosas n.c.o.p.";"Comunidad Autónoma de Andalucía";"533.22";"€/ha"
"SOC_CLND026";"Otros cultivos de semillas oleaginosas n.c.o.p.";"Comunidad Autónoma de Aragón";"354.65";"€/ha"
"SOC_CLND026";"Otros cultivos de semillas oleaginosas n.c.o.p.";"Principado de Asturias";"365.11";"€/ha"
"SOC_CLND026";"Otros cultivos de semillas oleaginosas n.c.o.p.";"Comunidad Autónoma de Illes Balears";"365";"€/ha"
"SOC_CLND026";"Otros cultivos de semillas oleaginosas n.c.o.p.";"Comunidad Autónoma de Canarias";"286.31";"€/ha"
"SOC_CLND026";"Otros cultivos de semillas oleaginosas n.c.o.p.";"Comunidad Autónoma de Cantabria";"365.11";"€/ha"
"SOC_CLND026";"Otros cultivos de semillas oleaginosas n.c.o.p.";"Comunidad Autónoma de Castilla y León";"300.99";"€/ha"
"SOC_CLND026";"Otros cultivos de semillas oleaginosas n.c.o.p.";"Comunidad Autónoma de Castilla-La Mancha";"316.52";"€/ha"
"SOC_CLND026";"Otros cultivos de semillas oleaginosas n.c.o.p.";"Comunidad Autónoma de Cataluña";"648.07";"€/ha"
"SOC_CLND026";"Otros cultivos de semillas oleaginosas n.c.o.p.";"Comunidad Valenciana";"446.75";"€/ha"
"SOC_CLND026";"Otros cultivos de semillas oleaginosas n.c.o.p.";"Comunidad Autónoma de Extremadura";"1758.64";"€/ha"
"SOC_CLND026";"Otros cultivos de semillas oleaginosas n.c.o.p.";"Comunidad Autónoma de Galicia";"365.11";"€/ha"
"SOC_CLND026";"Otros cultivos de semillas oleaginosas n.c.o.p.";"Comunidad de Madrid";"332.41";"€/ha"
"SOC_CLND026";"Otros cultivos de semillas oleaginosas n.c.o.p.";"Región de Murcia";"345.36";"€/ha"
"SOC_CLND026";"Otros cultivos de semillas oleaginosas n.c.o.p.";"Comunidad Foral de Navarra";"346.3";"€/ha"
"SOC_CLND026";"Otros cultivos de semillas oleaginosas n.c.o.p.";"Comunidad Autónoma del País Vasco";"365.11";"€/ha"
"SOC_CLND026";"Otros cultivos de semillas oleaginosas n.c.o.p.";"Comunidad Autónoma de La Rioja";"365.11";"€/ha"
"SOC_CLND028";"Lino textil";"Comunidad Autónoma de Andalucía";"0";"€/ha"
"SOC_CLND028";"Lino textil";"Comunidad Autónoma de Aragón";"0";"€/ha"
"SOC_CLND028";"Lino textil";"Principado de Asturias";"0";"€/ha"
"SOC_CLND028";"Lino textil";"Comunidad Autónoma de Illes Balears";"0";"€/ha"
"SOC_CLND028";"Lino textil";"Comunidad Autónoma de Canarias";"0";"€/ha"
"SOC_CLND028";"Lino textil";"Comunidad Autónoma de Cantabria";"0";"€/ha"
"SOC_CLND028";"Lino textil";"Comunidad Autónoma de Castilla y León";"0";"€/ha"
"SOC_CLND028";"Lino textil";"Comunidad Autónoma de Castilla-La Mancha";"0";"€/ha"
"SOC_CLND028";"Lino textil";"Comunidad Autónoma de Cataluña";"0";"€/ha"
"SOC_CLND028";"Lino textil";"Comunidad Valenciana";"0";"€/ha"
"SOC_CLND028";"Lino textil";"Comunidad Autónoma de Extremadura";"0";"€/ha"
"SOC_CLND028";"Lino textil";"Comunidad Autónoma de Galicia";"0";"€/ha"
"SOC_CLND028";"Lino textil";"Comunidad de Madrid";"0";"€/ha"
"SOC_CLND028";"Lino textil";"Región de Murcia";"0";"€/ha"
"SOC_CLND028";"Lino textil";"Comunidad Foral de Navarra";"0";"€/ha"
"SOC_CLND028";"Lino textil";"Comunidad Autónoma del País Vasco";"0";"€/ha"
"SOC_CLND028";"Lino textil";"Comunidad Autónoma de La Rioja";"0";"€/ha"
"SOC_CLND029";"Cáñamo";"Comunidad Autónoma de Andalucía";"2438.8";"€/ha"
"SOC_CLND029";"Cáñamo";"Comunidad Autónoma de Aragón";"5987.11";"€/ha"
"SOC_CLND029";"Cáñamo";"Principado de Asturias";"1732";"€/ha"
"SOC_CLND029";"Cáñamo";"Comunidad Autónoma de Illes Balears";"2310.85";"€/ha"
"SOC_CLND029";"Cáñamo";"Comunidad Autónoma de Canarias";"2310.85";"€/ha"
"SOC_CLND029";"Cáñamo";"Comunidad Autónoma de Cantabria";"2310.85";"€/ha"
"SOC_CLND029";"Cáñamo";"Comunidad Autónoma de Castilla y León";"2310.85";"€/ha"
"SOC_CLND029";"Cáñamo";"Comunidad Autónoma de Castilla-La Mancha";"1431.94";"€/ha"
"SOC_CLND029";"Cáñamo";"Comunidad Autónoma de Cataluña";"8094";"€/ha"
"SOC_CLND029";"Cáñamo";"Comunidad Valenciana";"1871.57";"€/ha"
"SOC_CLND029";"Cáñamo";"Comunidad Autónoma de Extremadura";"1681.82";"€/ha"
"SOC_CLND029";"Cáñamo";"Comunidad Autónoma de Galicia";"2310.85";"€/ha"
"SOC_CLND029";"Cáñamo";"Comunidad de Madrid";"2310.85";"€/ha"
"SOC_CLND029";"Cáñamo";"Región de Murcia";"1744.03";"€/ha"
"SOC_CLND029";"Cáñamo";"Comunidad Foral de Navarra";"2310.85";"€/ha"
"SOC_CLND029";"Cáñamo";"Comunidad Autónoma del País Vasco";"2310.85";"€/ha"
"SOC_CLND029";"Cáñamo";"Comunidad Autónoma de La Rioja";"2310.85";"€/ha"
"SOC_CLND030";"Algodón";"Comunidad Autónoma de Andalucía";"1502.94";"€/ha"
"SOC_CLND030";"Algodón";"Comunidad Autónoma de Aragón";"1502.92";"€/ha"
"SOC_CLND030";"Algodón";"Principado de Asturias";"1502.92";"€/ha"
"SOC_CLND030";"Algodón";"Comunidad Autónoma de Illes Balears";"1502.92";"€/ha"
"SOC_CLND030";"Algodón";"Comunidad Autónoma de Canarias";"1502.92";"€/ha"
"SOC_CLND030";"Algodón";"Comunidad Autónoma de Cantabria";"1502.92";"€/ha"
"SOC_CLND030";"Algodón";"Comunidad Autónoma de Castilla y León";"1502.92";"€/ha"
"SOC_CLND030";"Algodón";"Comunidad Autónoma de Castilla-La Mancha";"1502.92";"€/ha"
"SOC_CLND030";"Algodón";"Comunidad Autónoma de Cataluña";"1502.92";"€/ha"
"SOC_CLND030";"Algodón";"Comunidad Valenciana";"1502.92";"€/ha"
"SOC_CLND030";"Algodón";"Comunidad Autónoma de Extremadura";"1502.92";"€/ha"
"SOC_CLND030";"Algodón";"Comunidad Autónoma de Galicia";"1502.92";"€/ha"
"SOC_CLND030";"Algodón";"Comunidad de Madrid";"1502.92";"€/ha"
"SOC_CLND030";"Algodón";"Región de Murcia";"1265.34";"€/ha"
"SOC_CLND030";"Algodón";"Comunidad Foral de Navarra";"1502.92";"€/ha"
"SOC_CLND030";"Algodón";"Comunidad Autónoma del País Vasco";"1502.92";"€/ha"
"SOC_CLND030";"Algodón";"Comunidad Autónoma de La Rioja";"1502.92";"€/ha"
"SOC_CLND031";"Otros cultivos fibrosos n.c.o.p.";"Comunidad Autónoma de Andalucía";"614.5";"€/ha"
"SOC_CLND031";"Otros cultivos fibrosos n.c.o.p.";"Comunidad Autónoma de Aragón";"411.91";"€/ha"
"SOC_CLND031";"Otros cultivos fibrosos n.c.o.p.";"Principado de Asturias";"861.87";"€/ha"
"SOC_CLND031";"Otros cultivos fibrosos n.c.o.p.";"Comunidad Autónoma de Illes Balears";"861.87";"€/ha"
"SOC_CLND031";"Otros cultivos fibrosos n.c.o.p.";"Comunidad Autónoma de Canarias";"861.87";"€/ha"
"SOC_CLND031";"Otros cultivos fibrosos n.c.o.p.";"Comunidad Autónoma de Cantabria";"861.87";"€/ha"
"SOC_CLND031";"Otros cultivos fibrosos n.c.o.p.";"Comunidad Autónoma de Castilla y León";"874.18";"€/ha"
"SOC_CLND031";"Otros cultivos fibrosos n.c.o.p.";"Comunidad Autónoma de Castilla-La Mancha";"689.5";"€/ha"
"SOC_CLND031";"Otros cultivos fibrosos n.c.o.p.";"Comunidad Autónoma de Cataluña";"792.47";"€/ha"
"SOC_CLND031";"Otros cultivos fibrosos n.c.o.p.";"Comunidad Valenciana";"861.87";"€/ha"
"SOC_CLND031";"Otros cultivos fibrosos n.c.o.p.";"Comunidad Autónoma de Extremadura";"861.87";"€/ha"
"SOC_CLND031";"Otros cultivos fibrosos n.c.o.p.";"Comunidad Autónoma de Galicia";"861.87";"€/ha"
"SOC_CLND031";"Otros cultivos fibrosos n.c.o.p.";"Comunidad de Madrid";"861.87";"€/ha"
"SOC_CLND031";"Otros cultivos fibrosos n.c.o.p.";"Región de Murcia";"861.87";"€/ha"
"SOC_CLND031";"Otros cultivos fibrosos n.c.o.p.";"Comunidad Foral de Navarra";"861.87";"€/ha"
"SOC_CLND031";"Otros cultivos fibrosos n.c.o.p.";"Comunidad Autónoma del País Vasco";"861.87";"€/ha"
"SOC_CLND031";"Otros cultivos fibrosos n.c.o.p.";"Comunidad Autónoma de La Rioja";"861.87";"€/ha"
"SOC_CLND032";"Tabaco";"Comunidad Autónoma de Andalucía";"8721.24";"€/ha"
"SOC_CLND032";"Tabaco";"Comunidad Autónoma de Aragón";"7828.2";"€/ha"
"SOC_CLND032";"Tabaco";"Principado de Asturias";"7828.2";"€/ha"
"SOC_CLND032";"Tabaco";"Comunidad Autónoma de Illes Balears";"7828.2";"€/ha"
"SOC_CLND032";"Tabaco";"Comunidad Autónoma de Canarias";"7828.2";"€/ha"
"SOC_CLND032";"Tabaco";"Comunidad Autónoma de Cantabria";"7828.2";"€/ha"
"SOC_CLND032";"Tabaco";"Comunidad Autónoma de Castilla y León";"7217.8";"€/ha"
"SOC_CLND032";"Tabaco";"Comunidad Autónoma de Castilla-La Mancha";"8302.85";"€/ha"
"SOC_CLND032";"Tabaco";"Comunidad Autónoma de Cataluña";"7828.2";"€/ha"
"SOC_CLND032";"Tabaco";"Comunidad Valenciana";"7828.2";"€/ha"
"SOC_CLND032";"Tabaco";"Comunidad Autónoma de Extremadura";"7828.49";"€/ha"
"SOC_CLND032";"Tabaco";"Comunidad Autónoma de Galicia";"7828.2";"€/ha"
"SOC_CLND032";"Tabaco";"Comunidad de Madrid";"7828.2";"€/ha"
"SOC_CLND032";"Tabaco";"Región de Murcia";"7828.2";"€/ha"
"SOC_CLND032";"Tabaco";"Comunidad Foral de Navarra";"6709.08";"€/ha"
"SOC_CLND032";"Tabaco";"Comunidad Autónoma del País Vasco";"7828.2";"€/ha"
"SOC_CLND032";"Tabaco";"Comunidad Autónoma de La Rioja";"7828.2";"€/ha"
"SOC_CLND033";"Lúpulo";"Comunidad Autónoma de Andalucía";"8026.13";"€/ha"
"SOC_CLND033";"Lúpulo";"Comunidad Autónoma de Aragón";"8026.13";"€/ha"
"SOC_CLND033";"Lúpulo";"Principado de Asturias";"8026.13";"€/ha"
"SOC_CLND033";"Lúpulo";"Comunidad Autónoma de Illes Balears";"8026.13";"€/ha"
"SOC_CLND033";"Lúpulo";"Comunidad Autónoma de Canarias";"8026.13";"€/ha"
"SOC_CLND033";"Lúpulo";"Comunidad Autónoma de Cantabria";"8026.13";"€/ha"
"SOC_CLND033";"Lúpulo";"Comunidad Autónoma de Castilla y León";"8123.65";"€/ha"
"SOC_CLND033";"Lúpulo";"Comunidad Autónoma de Castilla-La Mancha";"8026.13";"€/ha"
"SOC_CLND033";"Lúpulo";"Comunidad Autónoma de Cataluña";"8148.97";"€/ha"
"SOC_CLND033";"Lúpulo";"Comunidad Valenciana";"8026.13";"€/ha"
"SOC_CLND033";"Lúpulo";"Comunidad Autónoma de Extremadura";"8026.13";"€/ha"
"SOC_CLND033";"Lúpulo";"Comunidad Autónoma de Galicia";"8026.13";"€/ha"
"SOC_CLND033";"Lúpulo";"Comunidad de Madrid";"8265.7";"€/ha"
"SOC_CLND033";"Lúpulo";"Región de Murcia";"8350.34";"€/ha"
"SOC_CLND033";"Lúpulo";"Comunidad Foral de Navarra";"8026.13";"€/ha"
"SOC_CLND033";"Lúpulo";"Comunidad Autónoma del País Vasco";"8026.13";"€/ha"
"SOC_CLND033";"Lúpulo";"Comunidad Autónoma de La Rioja";"6887.75";"€/ha"
"SOC_CLND034";"Plantas aromáticas, medicinales y culinarias";"Comunidad Autónoma de Andalucía";"11866.34";"€/ha"
"SOC_CLND034";"Plantas aromáticas, medicinales y culinarias";"Comunidad Autónoma de Aragón";"11866.34";"€/ha"
"SOC_CLND034";"Plantas aromáticas, medicinales y culinarias";"Principado de Asturias";"11866.34";"€/ha"
"SOC_CLND034";"Plantas aromáticas, medicinales y culinarias";"Comunidad Autónoma de Illes Balears";"7955.54";"€/ha"
"SOC_CLND034";"Plantas aromáticas, medicinales y culinarias";"Comunidad Autónoma de Canarias";"11866.34";"€/ha"
"SOC_CLND034";"Plantas aromáticas, medicinales y culinarias";"Comunidad Autónoma de Cantabria";"11866.34";"€/ha"
"SOC_CLND034";"Plantas aromáticas, medicinales y culinarias";"Comunidad Autónoma de Castilla y León";"12225.22";"€/ha"
"SOC_CLND034";"Plantas aromáticas, medicinales y culinarias";"Comunidad Autónoma de Castilla-La Mancha";"9985.88";"€/ha"
"SOC_CLND034";"Plantas aromáticas, medicinales y culinarias";"Comunidad Autónoma de Cataluña";"11866.34";"€/ha"
"SOC_CLND034";"Plantas aromáticas, medicinales y culinarias";"Comunidad Valenciana";"11025.06";"€/ha"
"SOC_CLND034";"Plantas aromáticas, medicinales y culinarias";"Comunidad Autónoma de Extremadura";"9999.64";"€/ha"
"SOC_CLND034";"Plantas aromáticas, medicinales y culinarias";"Comunidad Autónoma de Galicia";"11866.34";"€/ha"
"SOC_CLND034";"Plantas aromáticas, medicinales y culinarias";"Comunidad de Madrid";"11866.34";"€/ha"
"SOC_CLND034";"Plantas aromáticas, medicinales y culinarias";"Región de Murcia";"15544.28";"€/ha"
"SOC_CLND034";"Plantas aromáticas, medicinales y culinarias";"Comunidad Foral de Navarra";"11866.34";"€/ha"
"SOC_CLND034";"Plantas aromáticas, medicinales y culinarias";"Comunidad Autónoma del País Vasco";"11866.34";"€/ha"
"SOC_CLND034";"Plantas aromáticas, medicinales y culinarias";"Comunidad Autónoma de La Rioja";"11866.34";"€/ha"
"SOC_CLND035_036";"Cultivos energéticos y otros cultivos industriales n.c.o.p.";"Comunidad Autónoma de Andalucía";"465.11";"€/ha"
"SOC_CLND035_036";"Cultivos energéticos y otros cultivos industriales n.c.o.p.";"Comunidad Autónoma de Aragón";"4333.17";"€/ha"
"SOC_CLND035_036";"Cultivos energéticos y otros cultivos industriales n.c.o.p.";"Principado de Asturias";"1334.82";"€/ha"
"SOC_CLND035_036";"Cultivos energéticos y otros cultivos industriales n.c.o.p.";"Comunidad Autónoma de Illes Balears";"1334.82";"€/ha"
"SOC_CLND035_036";"Cultivos energéticos y otros cultivos industriales n.c.o.p.";"Comunidad Autónoma de Canarias";"1334.82";"€/ha"
"SOC_CLND035_036";"Cultivos energéticos y otros cultivos industriales n.c.o.p.";"Comunidad Autónoma de Cantabria";"1334.82";"€/ha"
"SOC_CLND035_036";"Cultivos energéticos y otros cultivos industriales n.c.o.p.";"Comunidad Autónoma de Castilla y León";"873.87";"€/ha"
"SOC_CLND035_036";"Cultivos energéticos y otros cultivos industriales n.c.o.p.";"Comunidad Autónoma de Castilla-La Mancha";"1871.16";"€/ha"
"SOC_CLND035_036";"Cultivos energéticos y otros cultivos industriales n.c.o.p.";"Comunidad Autónoma de Cataluña";"813.81";"€/ha"
"SOC_CLND035_036";"Cultivos energéticos y otros cultivos industriales n.c.o.p.";"Comunidad Valenciana";"329.59";"€/ha"
"SOC_CLND035_036";"Cultivos energéticos y otros cultivos industriales n.c.o.p.";"Comunidad Autónoma de Extremadura";"1334.82";"€/ha"
"SOC_CLND035_036";"Cultivos energéticos y otros cultivos industriales n.c.o.p.";"Comunidad Autónoma de Galicia";"1334.82";"€/ha"
"SOC_CLND035_036";"Cultivos energéticos y otros cultivos industriales n.c.o.p.";"Comunidad de Madrid";"530.22";"€/ha"
"SOC_CLND035_036";"Cultivos energéticos y otros cultivos industriales n.c.o.p.";"Región de Murcia";"521.01";"€/ha"
"SOC_CLND035_036";"Cultivos energéticos y otros cultivos industriales n.c.o.p.";"Comunidad Foral de Navarra";"2630.93";"€/ha"
"SOC_CLND035_036";"Cultivos energéticos y otros cultivos industriales n.c.o.p.";"Comunidad Autónoma del País Vasco";"1334.82";"€/ha"
"SOC_CLND035_036";"Cultivos energéticos y otros cultivos industriales n.c.o.p.";"Comunidad Autónoma de La Rioja";"1334.82";"€/ha"
"SOC_CLND037";"Cultivos cosechados en verde en tierras arables";"Comunidad Autónoma de Andalucía";"670.55";"€/ha"
"SOC_CLND037";"Cultivos cosechados en verde en tierras arables";"Comunidad Autónoma de Aragón";"1307.3";"€/ha"
"SOC_CLND037";"Cultivos cosechados en verde en tierras arables";"Principado de Asturias";"1525.91";"€/ha"
"SOC_CLND037";"Cultivos cosechados en verde en tierras arables";"Comunidad Autónoma de Illes Balears";"392.35";"€/ha"
"SOC_CLND037";"Cultivos cosechados en verde en tierras arables";"Comunidad Autónoma de Canarias";"792.73";"€/ha"
"SOC_CLND037";"Cultivos cosechados en verde en tierras arables";"Comunidad Autónoma de Cantabria";"1392.1";"€/ha"
"SOC_CLND037";"Cultivos cosechados en verde en tierras arables";"Comunidad Autónoma de Castilla y León";"765.77";"€/ha"
"SOC_CLND037";"Cultivos cosechados en verde en tierras arables";"Comunidad Autónoma de Castilla-La Mancha";"1428.29";"€/ha"
"SOC_CLND037";"Cultivos cosechados en verde en tierras arables";"Comunidad Autónoma de Cataluña";"1023.02";"€/ha"
"SOC_CLND037";"Cultivos cosechados en verde en tierras arables";"Comunidad Valenciana";"1406.1";"€/ha"
"SOC_CLND037";"Cultivos cosechados en verde en tierras arables";"Comunidad Autónoma de Extremadura";"290.3";"€/ha"
"SOC_CLND037";"Cultivos cosechados en verde en tierras arables";"Comunidad Autónoma de Galicia";"998.89";"€/ha"
"SOC_CLND037";"Cultivos cosechados en verde en tierras arables";"Comunidad de Madrid";"1164.91";"€/ha"
"SOC_CLND037";"Cultivos cosechados en verde en tierras arables";"Región de Murcia";"1400.15";"€/ha"
"SOC_CLND037";"Cultivos cosechados en verde en tierras arables";"Comunidad Foral de Navarra";"1281.43";"€/ha"
"SOC_CLND037";"Cultivos cosechados en verde en tierras arables";"Comunidad Autónoma del País Vasco";"1456.93";"€/ha"
"SOC_CLND037";"Cultivos cosechados en verde en tierras arables";"Comunidad Autónoma de La Rioja";"1319.54";"€/ha"
"SOC_CLND038";"Pastos y prados temporales";"Comunidad Autónoma de Andalucía";"456.98";"€/ha"
"SOC_CLND038";"Pastos y prados temporales";"Comunidad Autónoma de Aragón";"703.51";"€/ha"
"SOC_CLND038";"Pastos y prados temporales";"Principado de Asturias";"1701.25";"€/ha"
"SOC_CLND038";"Pastos y prados temporales";"Comunidad Autónoma de Illes Balears";"703.51";"€/ha"
"SOC_CLND038";"Pastos y prados temporales";"Comunidad Autónoma de Canarias";"703.51";"€/ha"
"SOC_CLND038";"Pastos y prados temporales";"Comunidad Autónoma de Cantabria";"703.51";"€/ha"
"SOC_CLND038";"Pastos y prados temporales";"Comunidad Autónoma de Castilla y León";"649.48";"€/ha"
"SOC_CLND038";"Pastos y prados temporales";"Comunidad Autónoma de Castilla-La Mancha";"324.57";"€/ha"
"SOC_CLND038";"Pastos y prados temporales";"Comunidad Autónoma de Cataluña";"324.43";"€/ha"
"SOC_CLND038";"Pastos y prados temporales";"Comunidad Valenciana";"703.51";"€/ha"
"SOC_CLND038";"Pastos y prados temporales";"Comunidad Autónoma de Extremadura";"166.03";"€/ha"
"SOC_CLND038";"Pastos y prados temporales";"Comunidad Autónoma de Galicia";"860.56";"€/ha"
"SOC_CLND038";"Pastos y prados temporales";"Comunidad de Madrid";"703.51";"€/ha"
"SOC_CLND038";"Pastos y prados temporales";"Región de Murcia";"1284";"€/ha"
"SOC_CLND038";"Pastos y prados temporales";"Comunidad Foral de Navarra";"1582.95";"€/ha"
"SOC_CLND038";"Pastos y prados temporales";"Comunidad Autónoma del País Vasco";"1861.89";"€/ha"
"SOC_CLND038";"Pastos y prados temporales";"Comunidad Autónoma de La Rioja";"1183.09";"€/ha"
"SOC_CLND039";"Leguminosas cosechadas en verde";"Comunidad Autónoma de Andalucía";"1187.83";"€/ha"
"SOC_CLND039";"Leguminosas cosechadas en verde";"Comunidad Autónoma de Aragón";"1432.45";"€/ha"
"SOC_CLND039";"Leguminosas cosechadas en verde";"Principado de Asturias";"906.27";"€/ha"
"SOC_CLND039";"Leguminosas cosechadas en verde";"Comunidad Autónoma de Illes Balears";"1246.17";"€/ha"
"SOC_CLND039";"Leguminosas cosechadas en verde";"Comunidad Autónoma de Canarias";"1027.91";"€/ha"
"SOC_CLND039";"Leguminosas cosechadas en verde";"Comunidad Autónoma de Cantabria";"751.34";"€/ha"
"SOC_CLND039";"Leguminosas cosechadas en verde";"Comunidad Autónoma de Castilla y León";"689.13";"€/ha"
"SOC_CLND039";"Leguminosas cosechadas en verde";"Comunidad Autónoma de Castilla-La Mancha";"1781.52";"€/ha"
"SOC_CLND039";"Leguminosas cosechadas en verde";"Comunidad Autónoma de Cataluña";"1545.07";"€/ha"
"SOC_CLND039";"Leguminosas cosechadas en verde";"Comunidad Valenciana";"1569.79";"€/ha"
"SOC_CLND039";"Leguminosas cosechadas en verde";"Comunidad Autónoma de Extremadura";"601.06";"€/ha"
"SOC_CLND039";"Leguminosas cosechadas en verde";"Comunidad Autónoma de Galicia";"814.73";"€/ha"
"SOC_CLND039";"Leguminosas cosechadas en verde";"Comunidad de Madrid";"1261.14";"€/ha"
"SOC_CLND039";"Leguminosas cosechadas en verde";"Región de Murcia";"1111.48";"€/ha"
"SOC_CLND039";"Leguminosas cosechadas en verde";"Comunidad Foral de Navarra";"815.58";"€/ha"
"SOC_CLND039";"Leguminosas cosechadas en verde";"Comunidad Autónoma del País Vasco";"798.42";"€/ha"
"SOC_CLND039";"Leguminosas cosechadas en verde";"Comunidad Autónoma de La Rioja";"1358.38";"€/ha"
"SOC_CLND040";"Maíz forrajero";"Comunidad Autónoma de Andalucía";"1590.91";"€/ha"
"SOC_CLND040";"Maíz forrajero";"Comunidad Autónoma de Aragón";"2025.33";"€/ha"
"SOC_CLND040";"Maíz forrajero";"Principado de Asturias";"1960.04";"€/ha"
"SOC_CLND040";"Maíz forrajero";"Comunidad Autónoma de Illes Balears";"2231.67";"€/ha"
"SOC_CLND040";"Maíz forrajero";"Comunidad Autónoma de Canarias";"1810.49";"€/ha"
"SOC_CLND040";"Maíz forrajero";"Comunidad Autónoma de Cantabria";"2562.96";"€/ha"
"SOC_CLND040";"Maíz forrajero";"Comunidad Autónoma de Castilla y León";"2882.19";"€/ha"
"SOC_CLND040";"Maíz forrajero";"Comunidad Autónoma de Castilla-La Mancha";"2426.28";"€/ha"
"SOC_CLND040";"Maíz forrajero";"Comunidad Autónoma de Cataluña";"1923.92";"€/ha"
"SOC_CLND040";"Maíz forrajero";"Comunidad Valenciana";"1810.49";"€/ha"
"SOC_CLND040";"Maíz forrajero";"Comunidad Autónoma de Extremadura";"2275.06";"€/ha"
"SOC_CLND040";"Maíz forrajero";"Comunidad Autónoma de Galicia";"1457.4";"€/ha"
"SOC_CLND040";"Maíz forrajero";"Comunidad de Madrid";"1810.49";"€/ha"
"SOC_CLND040";"Maíz forrajero";"Región de Murcia";"3821.51";"€/ha"
"SOC_CLND040";"Maíz forrajero";"Comunidad Foral de Navarra";"1965.68";"€/ha"
"SOC_CLND040";"Maíz forrajero";"Comunidad Autónoma del País Vasco";"1868.76";"€/ha"
"SOC_CLND040";"Maíz forrajero";"Comunidad Autónoma de La Rioja";"1810.49";"€/ha"
