"Código CPE";"Categoría del CPE";"Comunidad Autónoma";"CPE";"Unidades de medida"
"SOC_CLND069";"Aceitunas";"Comunidad Autónoma de Cataluña";"591.32";"€/ha"
"SOC_CLND069";"Aceitunas";"Comunidad Valenciana";"792.78";"€/ha"
"SOC_CLND069";"Aceitunas";"Comunidad Autónoma de Extremadura";"1446.41";"€/ha"
"SOC_CLND069";"Aceitunas";"Comunidad Autónoma de Galicia";"1498.64";"€/ha"
"SOC_CLND069";"Aceitunas";"Comunidad de Madrid";"576.79";"€/ha"
"SOC_CLND069";"Aceitunas";"Región de Murcia";"554.29";"€/ha"
"SOC_CLND069";"Aceitunas";"Comunidad Foral de Navarra";"529.6";"€/ha"
"SOC_CLND069";"Aceitunas";"Comunidad Autónoma del País Vasco";"1499";"€/ha"
"SOC_CLND069";"Aceitunas";"Comunidad Autónoma de La Rioja";"1631.54";"€/ha"
"SOC_CLND069A";"Que producen normalmente aceitunas de mesa";"Comunidad Autónoma de Andalucía";"2585.52";"€/ha"
"SOC_CLND069A";"Que producen normalmente aceitunas de mesa";"Comunidad Autónoma de Aragón";"1975.62";"€/ha"
"SOC_CLND069A";"Que producen normalmente aceitunas de mesa";"Principado de Asturias";"1975.62";"€/ha"
"SOC_CLND069A";"Que producen normalmente aceitunas de mesa";"Comunidad Autónoma de Illes Balears";"939.02";"€/ha"
"SOC_CLND069A";"Que producen normalmente aceitunas de mesa";"Comunidad Autónoma de Canarias";"2440.68";"€/ha"
"SOC_CLND069A";"Que producen normalmente aceitunas de mesa";"Comunidad Autónoma de Cantabria";"1975.62";"€/ha"
"SOC_CLND069A";"Que producen normalmente aceitunas de mesa";"Comunidad Autónoma de Castilla y León";"588.44";"€/ha"
"SOC_CLND069A";"Que producen normalmente aceitunas de mesa";"Comunidad Autónoma de Castilla-La Mancha";"1634.45";"€/ha"
"SOC_CLND069A";"Que producen normalmente aceitunas de mesa";"Comunidad Autónoma de Cataluña";"1564.36";"€/ha"
"SOC_CLND069A";"Que producen normalmente aceitunas de mesa";"Comunidad Valenciana";"1301.28";"€/ha"
"SOC_CLND069A";"Que producen normalmente aceitunas de mesa";"Comunidad Autónoma de Extremadura";"1138.89";"€/ha"
"SOC_CLND069A";"Que producen normalmente aceitunas de mesa";"Comunidad Autónoma de Galicia";"1975.62";"€/ha"
"SOC_CLND069A";"Que producen normalmente aceitunas de mesa";"Comunidad de Madrid";"853.7";"€/ha"
"SOC_CLND069A";"Que producen normalmente aceitunas de mesa";"Región de Murcia";"3022.66";"€/ha"
"SOC_CLND069A";"Que producen normalmente aceitunas de mesa";"Comunidad Foral de Navarra";"1975.62";"€/ha"
"SOC_CLND069A";"Que producen normalmente aceitunas de mesa";"Comunidad Autónoma del País Vasco";"1975.62";"€/ha"
"SOC_CLND069A";"Que producen normalmente aceitunas de mesa";"Comunidad Autónoma de La Rioja";"1975.62";"€/ha"
"SOC_CLND069B";"Que producen normalmente aceitunas de almazara";"Comunidad Autónoma de Andalucía";"1888.86";"€/ha"
"SOC_CLND069B";"Que producen normalmente aceitunas de almazara";"Comunidad Autónoma de Aragón";"591.32";"€/ha"
"SOC_CLND069B";"Que producen normalmente aceitunas de almazara";"Principado de Asturias";"1466.97";"€/ha"
"SOC_CLND069B";"Que producen normalmente aceitunas de almazara";"Comunidad Autónoma de Illes Balears";"291.18";"€/ha"
"SOC_CLND069B";"Que producen normalmente aceitunas de almazara";"Comunidad Autónoma de Canarias";"1648.06";"€/ha"
"SOC_CLND069B";"Que producen normalmente aceitunas de almazara";"Comunidad Autónoma de Cantabria";"1466.97";"€/ha"
"SOC_CLND069B";"Que producen normalmente aceitunas de almazara";"Comunidad Autónoma de Castilla y León";"575.94";"€/ha"
"SOC_CLND069B";"Que producen normalmente aceitunas de almazara";"Comunidad Autónoma de Castilla-La Mancha";"792.31";"€/ha"
"SOC_CLND069B";"Que producen normalmente aceitunas de almazara";"Comunidad Autónoma de Cataluña";"489.24";"€/ha"
"SOC_CLND069B";"Que producen normalmente aceitunas de almazara";"Comunidad Valenciana";"550.65";"€/ha"
"SOC_CLND069B";"Que producen normalmente aceitunas de almazara";"Comunidad Autónoma de Extremadura";"950.48";"€/ha"
"SOC_CLND069B";"Que producen normalmente aceitunas de almazara";"Comunidad Autónoma de Galicia";"1466.97";"€/ha"
"SOC_CLND069B";"Que producen normalmente aceitunas de almazara";"Comunidad de Madrid";"409.96";"€/ha"
"SOC_CLND069B";"Que producen normalmente aceitunas de almazara";"Región de Murcia";"1382.57";"€/ha"
"SOC_CLND069B";"Que producen normalmente aceitunas de almazara";"Comunidad Foral de Navarra";"1631.54";"€/ha"
"SOC_CLND069B";"Que producen normalmente aceitunas de almazara";"Comunidad Autónoma del País Vasco";"529.6";"€/ha"
"SOC_CLND069B";"Que producen normalmente aceitunas de almazara";"Comunidad Autónoma de La Rioja";"1378.32";"€/ha"
"SOC_CLND070";"Viveros";"Comunidad Autónoma de Andalucía";"56978.52";"€/ha"
"SOC_CLND070";"Viveros";"Comunidad Autónoma de Aragón";"56978.52";"€/ha"
"SOC_CLND070";"Viveros";"Principado de Asturias";"56978.52";"€/ha"
"SOC_CLND070";"Viveros";"Comunidad Autónoma de Illes Balears";"56978.52";"€/ha"
"SOC_CLND070";"Viveros";"Comunidad Autónoma de Canarias";"56978.52";"€/ha"
"SOC_CLND070";"Viveros";"Comunidad Autónoma de Cantabria";"56978.52";"€/ha"
"SOC_CLND070";"Viveros";"Comunidad Autónoma de Castilla y León";"56978.52";"€/ha"
"SOC_CLND070";"Viveros";"Comunidad Autónoma de Castilla-La Mancha";"56978.52";"€/ha"
"SOC_CLND070";"Viveros";"Comunidad Autónoma de Cataluña";"56978.52";"€/ha"
"SOC_CLND070";"Viveros";"Comunidad Valenciana";"56978.52";"€/ha"
"SOC_CLND070";"Viveros";"Comunidad Autónoma de Extremadura";"56978.52";"€/ha"
"SOC_CLND070";"Viveros";"Comunidad Autónoma de Galicia";"56978.52";"€/ha"
"SOC_CLND070";"Viveros";"Comunidad de Madrid";"56978.52";"€/ha"
"SOC_CLND070";"Viveros";"Región de Murcia";"56978.52";"€/ha"
"SOC_CLND070";"Viveros";"Comunidad Foral de Navarra";"56978.52";"€/ha"
"SOC_CLND070";"Viveros";"Comunidad Autónoma del País Vasco";"56978.52";"€/ha"
"SOC_CLND070";"Viveros";"Comunidad Autónoma de La Rioja";"56978.52";"€/ha"
"SOC_CLND071";"Otros cultivos permanentes";"Comunidad Autónoma de Andalucía";"2140.57";"€/ha"
"SOC_CLND071";"Otros cultivos permanentes";"Comunidad Autónoma de Aragón";"945.88";"€/ha"
"SOC_CLND071";"Otros cultivos permanentes";"Principado de Asturias";"945.88";"€/ha"
"SOC_CLND071";"Otros cultivos permanentes";"Comunidad Autónoma de Illes Balears";"1049.37";"€/ha"
"SOC_CLND071";"Otros cultivos permanentes";"Comunidad Autónoma de Canarias";"945.88";"€/ha"
"SOC_CLND071";"Otros cultivos permanentes";"Comunidad Autónoma de Cantabria";"945.88";"€/ha"
"SOC_CLND071";"Otros cultivos permanentes";"Comunidad Autónoma de Castilla y León";"3461.45";"€/ha"
"SOC_CLND071";"Otros cultivos permanentes";"Comunidad Autónoma de Castilla-La Mancha";"7578.85";"€/ha"
"SOC_CLND071";"Otros cultivos permanentes";"Comunidad Autónoma de Cataluña";"1334.08";"€/ha"
"SOC_CLND071";"Otros cultivos permanentes";"Comunidad Valenciana";"583.15";"€/ha"
"SOC_CLND071";"Otros cultivos permanentes";"Comunidad Autónoma de Extremadura";"390.92";"€/ha"
"SOC_CLND071";"Otros cultivos permanentes";"Comunidad Autónoma de Galicia";"945.88";"€/ha"
"SOC_CLND071";"Otros cultivos permanentes";"Comunidad de Madrid";"945.88";"€/ha"
"SOC_CLND071";"Otros cultivos permanentes";"Región de Murcia";"791.03";"€/ha"
"SOC_CLND071";"Otros cultivos permanentes";"Comunidad Foral de Navarra";"945.88";"€/ha"
"SOC_CLND071";"Otros cultivos permanentes";"Comunidad Autónoma del País Vasco";"945.88";"€/ha"
"SOC_CLND071";"Otros cultivos permanentes";"Comunidad Autónoma de La Rioja";"945.88";"€/ha"
"SOC_CLND072";"Árboles de Navidad";"Comunidad Autónoma de Andalucía";"0";"€/ha"
"SOC_CLND072";"Árboles de Navidad";"Comunidad Autónoma de Aragón";"0";"€/ha"
"SOC_CLND072";"Árboles de Navidad";"Principado de Asturias";"0";"€/ha"
"SOC_CLND072";"Árboles de Navidad";"Comunidad Autónoma de Illes Balears";"0";"€/ha"
"SOC_CLND072";"Árboles de Navidad";"Comunidad Autónoma de Canarias";"0";"€/ha"
"SOC_CLND072";"Árboles de Navidad";"Comunidad Autónoma de Cantabria";"0";"€/ha"
"SOC_CLND072";"Árboles de Navidad";"Comunidad Autónoma de Castilla y León";"0";"€/ha"
"SOC_CLND072";"Árboles de Navidad";"Comunidad Autónoma de Castilla-La Mancha";"0";"€/ha"
"SOC_CLND072";"Árboles de Navidad";"Comunidad Autónoma de Cataluña";"0";"€/ha"
"SOC_CLND072";"Árboles de Navidad";"Comunidad Valenciana";"0";"€/ha"
"SOC_CLND072";"Árboles de Navidad";"Comunidad Autónoma de Extremadura";"0";"€/ha"
"SOC_CLND072";"Árboles de Navidad";"Comunidad Autónoma de Galicia";"0";"€/ha"
"SOC_CLND072";"Árboles de Navidad";"Comunidad de Madrid";"0";"€/ha"
"SOC_CLND072";"Árboles de Navidad";"Región de Murcia";"0";"€/ha"
"SOC_CLND072";"Árboles de Navidad";"Comunidad Foral de Navarra";"0";"€/ha"
"SOC_CLND072";"Árboles de Navidad";"Comunidad Autónoma del País Vasco";"0";"€/ha"
"SOC_CLND072";"Árboles de Navidad";"Comunidad Autónoma de La Rioja";"0";"€/ha"
"SOC_CLND073_085";"Huertos familiares y otras SAU en invernadero o bajo cubierta alta accesible n.c.o.p";"Comunidad Autónoma de Andalucía";"0";"€/ha"
"SOC_CLND073_085";"Huertos familiares y otras SAU en invernadero o bajo cubierta alta accesible n.c.o.p";"Comunidad Autónoma de Aragón";"0";"€/ha"
"SOC_CLND073_085";"Huertos familiares y otras SAU en invernadero o bajo cubierta alta accesible n.c.o.p";"Principado de Asturias";"0";"€/ha"
"SOC_CLND073_085";"Huertos familiares y otras SAU en invernadero o bajo cubierta alta accesible n.c.o.p";"Comunidad Autónoma de Illes Balears";"0";"€/ha"
"SOC_CLND073_085";"Huertos familiares y otras SAU en invernadero o bajo cubierta alta accesible n.c.o.p";"Comunidad Autónoma de Canarias";"0";"€/ha"
"SOC_CLND073_085";"Huertos familiares y otras SAU en invernadero o bajo cubierta alta accesible n.c.o.p";"Comunidad Autónoma de Cantabria";"0";"€/ha"
"SOC_CLND073_085";"Huertos familiares y otras SAU en invernadero o bajo cubierta alta accesible n.c.o.p";"Comunidad Autónoma de Castilla y León";"0";"€/ha"
"SOC_CLND073_085";"Huertos familiares y otras SAU en invernadero o bajo cubierta alta accesible n.c.o.p";"Comunidad Autónoma de Castilla-La Mancha";"0";"€/ha"
"SOC_CLND073_085";"Huertos familiares y otras SAU en invernadero o bajo cubierta alta accesible n.c.o.p";"Comunidad Autónoma de Cataluña";"0";"€/ha"
"SOC_CLND073_085";"Huertos familiares y otras SAU en invernadero o bajo cubierta alta accesible n.c.o.p";"Comunidad Valenciana";"0";"€/ha"
"SOC_CLND073_085";"Huertos familiares y otras SAU en invernadero o bajo cubierta alta accesible n.c.o.p";"Comunidad Autónoma de Extremadura";"0";"€/ha"
"SOC_CLND073_085";"Huertos familiares y otras SAU en invernadero o bajo cubierta alta accesible n.c.o.p";"Comunidad Autónoma de Galicia";"0";"€/ha"
"SOC_CLND073_085";"Huertos familiares y otras SAU en invernadero o bajo cubierta alta accesible n.c.o.p";"Comunidad de Madrid";"0";"€/ha"
"SOC_CLND073_085";"Huertos familiares y otras SAU en invernadero o bajo cubierta alta accesible n.c.o.p";"Región de Murcia";"0";"€/ha"
"SOC_CLND073_085";"Huertos familiares y otras SAU en invernadero o bajo cubierta alta accesible n.c.o.p";"Comunidad Foral de Navarra";"0";"€/ha"
"SOC_CLND073_085";"Huertos familiares y otras SAU en invernadero o bajo cubierta alta accesible n.c.o.p";"Comunidad Autónoma del País Vasco";"0";"€/ha"
"SOC_CLND073_085";"Huertos familiares y otras SAU en invernadero o bajo cubierta alta accesible n.c.o.p";"Comunidad Autónoma de La Rioja";"0";"€/ha"
"SOC_CLND079";"Setas cultivadas";"Comunidad Autónoma de Andalucía";"1270086";"€/ha"
"SOC_CLND079";"Setas cultivadas";"Comunidad Autónoma de Aragón";"1685391";"€/ha"
"SOC_CLND079";"Setas cultivadas";"Principado de Asturias";"1704177";"€/ha"
"SOC_CLND079";"Setas cultivadas";"Comunidad Autónoma de Illes Balears";"1218977";"€/ha"
"SOC_CLND079";"Setas cultivadas";"Comunidad Autónoma de Canarias";"470154";"€/ha"
"SOC_CLND079";"Setas cultivadas";"Comunidad Autónoma de Cantabria";"1704177";"€/ha"
"SOC_CLND079";"Setas cultivadas";"Comunidad Autónoma de Castilla y León";"1755210";"€/ha"
"SOC_CLND079";"Setas cultivadas";"Comunidad Autónoma de Castilla-La Mancha";"2153355";"€/ha"
"SOC_CLND079";"Setas cultivadas";"Comunidad Autónoma de Cataluña";"2114877";"€/ha"
"SOC_CLND079";"Setas cultivadas";"Comunidad Valenciana";"503736";"€/ha"
"SOC_CLND079";"Setas cultivadas";"Comunidad Autónoma de Extremadura";"1704177";"€/ha"
"SOC_CLND079";"Setas cultivadas";"Comunidad Autónoma de Galicia";"1704177";"€/ha"
"SOC_CLND079";"Setas cultivadas";"Comunidad de Madrid";"1704177";"€/ha"
"SOC_CLND079";"Setas cultivadas";"Región de Murcia";"1704177";"€/ha"
"SOC_CLND079";"Setas cultivadas";"Comunidad Foral de Navarra";"1420848";"€/ha"
"SOC_CLND079";"Setas cultivadas";"Comunidad Autónoma del País Vasco";"1704177";"€/ha"
"SOC_CLND079";"Setas cultivadas";"Comunidad Autónoma de La Rioja";"2179330";"€/ha"
"SOC_CLND081";"Hortalizas frescas (incluidos melones) y fresas cultivadas en invernadero o en abrigo alto accesible";"Comunidad Autónoma de Andalucía";"72754";"€/ha"
"SOC_CLND081";"Hortalizas frescas (incluidos melones) y fresas cultivadas en invernadero o en abrigo alto accesible";"Comunidad Autónoma de Aragón";"70332";"€/ha"
"SOC_CLND081";"Hortalizas frescas (incluidos melones) y fresas cultivadas en invernadero o en abrigo alto accesible";"Principado de Asturias";"70332";"€/ha"
"SOC_CLND081";"Hortalizas frescas (incluidos melones) y fresas cultivadas en invernadero o en abrigo alto accesible";"Comunidad Autónoma de Illes Balears";"36867";"€/ha"
"SOC_CLND081";"Hortalizas frescas (incluidos melones) y fresas cultivadas en invernadero o en abrigo alto accesible";"Comunidad Autónoma de Canarias";"55193";"€/ha"
"SOC_CLND081";"Hortalizas frescas (incluidos melones) y fresas cultivadas en invernadero o en abrigo alto accesible";"Comunidad Autónoma de Cantabria";"70332";"€/ha"
"SOC_CLND081";"Hortalizas frescas (incluidos melones) y fresas cultivadas en invernadero o en abrigo alto accesible";"Comunidad Autónoma de Castilla y León";"70332";"€/ha"
"SOC_CLND081";"Hortalizas frescas (incluidos melones) y fresas cultivadas en invernadero o en abrigo alto accesible";"Comunidad Autónoma de Castilla-La Mancha";"70332";"€/ha"
"SOC_CLND081";"Hortalizas frescas (incluidos melones) y fresas cultivadas en invernadero o en abrigo alto accesible";"Comunidad Autónoma de Cataluña";"60027";"€/ha"
"SOC_CLND081";"Hortalizas frescas (incluidos melones) y fresas cultivadas en invernadero o en abrigo alto accesible";"Comunidad Valenciana";"52964";"€/ha"
"SOC_CLND081";"Hortalizas frescas (incluidos melones) y fresas cultivadas en invernadero o en abrigo alto accesible";"Comunidad Autónoma de Extremadura";"70332";"€/ha"
"SOC_CLND081";"Hortalizas frescas (incluidos melones) y fresas cultivadas en invernadero o en abrigo alto accesible";"Comunidad Autónoma de Galicia";"69594";"€/ha"
"SOC_CLND081";"Hortalizas frescas (incluidos melones) y fresas cultivadas en invernadero o en abrigo alto accesible";"Comunidad de Madrid";"70332";"€/ha"
"SOC_CLND081";"Hortalizas frescas (incluidos melones) y fresas cultivadas en invernadero o en abrigo alto accesible";"Región de Murcia";"59547";"€/ha"
"SOC_CLND081";"Hortalizas frescas (incluidos melones) y fresas cultivadas en invernadero o en abrigo alto accesible";"Comunidad Foral de Navarra";"70332";"€/ha"
"SOC_CLND081";"Hortalizas frescas (incluidos melones) y fresas cultivadas en invernadero o en abrigo alto accesible";"Comunidad Autónoma del País Vasco";"173901";"€/ha"
"SOC_CLND081";"Hortalizas frescas (incluidos melones) y fresas cultivadas en invernadero o en abrigo alto accesible";"Comunidad Autónoma de La Rioja";"70332";"€/ha"
"SOC_CLND082";"Flores y plantas ornamentales (excepto viveros) cultivadas en invernadero o en abrigo alto accesible";"Comunidad Autónoma de Andalucía";"229998.55";"€/ha"
"SOC_CLND082";"Flores y plantas ornamentales (excepto viveros) cultivadas en invernadero o en abrigo alto accesible";"Comunidad Autónoma de Aragón";"171850.09";"€/ha"
"SOC_CLND082";"Flores y plantas ornamentales (excepto viveros) cultivadas en invernadero o en abrigo alto accesible";"Principado de Asturias";"104923.34";"€/ha"
"SOC_CLND082";"Flores y plantas ornamentales (excepto viveros) cultivadas en invernadero o en abrigo alto accesible";"Comunidad Autónoma de Illes Balears";"311171.59";"€/ha"
"SOC_CLND082";"Flores y plantas ornamentales (excepto viveros) cultivadas en invernadero o en abrigo alto accesible";"Comunidad Autónoma de Canarias";"100288.06";"€/ha"
"SOC_CLND082";"Flores y plantas ornamentales (excepto viveros) cultivadas en invernadero o en abrigo alto accesible";"Comunidad Autónoma de Cantabria";"237387.11";"€/ha"
"SOC_CLND082";"Flores y plantas ornamentales (excepto viveros) cultivadas en invernadero o en abrigo alto accesible";"Comunidad Autónoma de Castilla y León";"81973.37";"€/ha"
"SOC_CLND082";"Flores y plantas ornamentales (excepto viveros) cultivadas en invernadero o en abrigo alto accesible";"Comunidad Autónoma de Castilla-La Mancha";"171850.09";"€/ha"
"SOC_CLND082";"Flores y plantas ornamentales (excepto viveros) cultivadas en invernadero o en abrigo alto accesible";"Comunidad Autónoma de Cataluña";"243131.77";"€/ha"
"SOC_CLND082";"Flores y plantas ornamentales (excepto viveros) cultivadas en invernadero o en abrigo alto accesible";"Comunidad Valenciana";"155078.88";"€/ha"
"SOC_CLND082";"Flores y plantas ornamentales (excepto viveros) cultivadas en invernadero o en abrigo alto accesible";"Comunidad Autónoma de Extremadura";"57908.64";"€/ha"
"SOC_CLND082";"Flores y plantas ornamentales (excepto viveros) cultivadas en invernadero o en abrigo alto accesible";"Comunidad Autónoma de Galicia";"80171.86";"€/ha"
"SOC_CLND082";"Flores y plantas ornamentales (excepto viveros) cultivadas en invernadero o en abrigo alto accesible";"Comunidad de Madrid";"32368.19";"€/ha"
"SOC_CLND082";"Flores y plantas ornamentales (excepto viveros) cultivadas en invernadero o en abrigo alto accesible";"Región de Murcia";"144122.27";"€/ha"
"SOC_CLND082";"Flores y plantas ornamentales (excepto viveros) cultivadas en invernadero o en abrigo alto accesible";"Comunidad Foral de Navarra";"66911.31";"€/ha"
"SOC_CLND082";"Flores y plantas ornamentales (excepto viveros) cultivadas en invernadero o en abrigo alto accesible";"Comunidad Autónoma del País Vasco";"260063.19";"€/ha"
"SOC_CLND082";"Flores y plantas ornamentales (excepto viveros) cultivadas en invernadero o en abrigo alto accesible";"Comunidad Autónoma de La Rioja";"116704.99";"€/ha"
"SOC_CLND084";"Cultivos permanentes cultivados en invernadero o en abrigo alto accesible";"Comunidad Autónoma de Andalucía";"40876.91";"€/ha"
"SOC_CLND084";"Cultivos permanentes cultivados en invernadero o en abrigo alto accesible";"Comunidad Autónoma de Aragón";"40876.91";"€/ha"
"SOC_CLND084";"Cultivos permanentes cultivados en invernadero o en abrigo alto accesible";"Principado de Asturias";"40876.91";"€/ha"
"SOC_CLND084";"Cultivos permanentes cultivados en invernadero o en abrigo alto accesible";"Comunidad Autónoma de Illes Balears";"40876.91";"€/ha"
"SOC_CLND084";"Cultivos permanentes cultivados en invernadero o en abrigo alto accesible";"Comunidad Autónoma de Canarias";"40876.91";"€/ha"
"SOC_CLND084";"Cultivos permanentes cultivados en invernadero o en abrigo alto accesible";"Comunidad Autónoma de Cantabria";"40876.91";"€/ha"
"SOC_CLND084";"Cultivos permanentes cultivados en invernadero o en abrigo alto accesible";"Comunidad Autónoma de Castilla y León";"40876.91";"€/ha"
"SOC_CLND084";"Cultivos permanentes cultivados en invernadero o en abrigo alto accesible";"Comunidad Autónoma de Castilla-La Mancha";"40876.91";"€/ha"
"SOC_CLND084";"Cultivos permanentes cultivados en invernadero o en abrigo alto accesible";"Comunidad Autónoma de Cataluña";"40876.91";"€/ha"
"SOC_CLND084";"Cultivos permanentes cultivados en invernadero o en abrigo alto accesible";"Comunidad Valenciana";"40876.91";"€/ha"
"SOC_CLND084";"Cultivos permanentes cultivados en invernadero o en abrigo alto accesible";"Comunidad Autónoma de Extremadura";"40876.91";"€/ha"
"SOC_CLND084";"Cultivos permanentes cultivados en invernadero o en abrigo alto accesible";"Comunidad Autónoma de Galicia";"40876.91";"€/ha"
"SOC_CLND084";"Cultivos permanentes cultivados en invernadero o en abrigo alto accesible";"Comunidad de Madrid";"40876.91";"€/ha"
"SOC_CLND084";"Cultivos permanentes cultivados en invernadero o en abrigo alto accesible";"Región de Murcia";"40876.91";"€/ha"
"SOC_CLND084";"Cultivos permanentes cultivados en invernadero o en abrigo alto accesible";"Comunidad Foral de Navarra";"40876.91";"€/ha"
"SOC_CLND084";"Cultivos permanentes cultivados en invernadero o en abrigo alto accesible";"Comunidad Autónoma del País Vasco";"40876.91";"€/ha"
"SOC_CLND084";"Cultivos permanentes cultivados en invernadero o en abrigo alto accesible";"Comunidad Autónoma de La Rioja";"40876.91";"€/ha"
"SOC_CLVS001";"Bovinos de menos de un año";"Comunidad Autónoma de Andalucía";"943";"€/cabeza"
"SOC_CLVS001";"Bovinos de menos de un año";"Comunidad Autónoma de Aragón";"905";"€/cabeza"
"SOC_CLVS001";"Bovinos de menos de un año";"Principado de Asturias";"808";"€/cabeza"
"SOC_CLVS001";"Bovinos de menos de un año";"Comunidad Autónoma de Illes Balears";"905";"€/cabeza"
"SOC_CLVS001";"Bovinos de menos de un año";"Comunidad Autónoma de Canarias";"905";"€/cabeza"
"SOC_CLVS001";"Bovinos de menos de un año";"Comunidad Autónoma de Cantabria";"905";"€/cabeza"
"SOC_CLVS001";"Bovinos de menos de un año";"Comunidad Autónoma de Castilla y León";"907";"€/cabeza"
"SOC_CLVS001";"Bovinos de menos de un año";"Comunidad Autónoma de Castilla-La Mancha";"891";"€/cabeza"
"SOC_CLVS001";"Bovinos de menos de un año";"Comunidad Autónoma de Cataluña";"871";"€/cabeza"
"SOC_CLVS001";"Bovinos de menos de un año";"Comunidad Valenciana";"905";"€/cabeza"
"SOC_CLVS001";"Bovinos de menos de un año";"Comunidad Autónoma de Extremadura";"865";"€/cabeza"
"SOC_CLVS001";"Bovinos de menos de un año";"Comunidad Autónoma de Galicia";"907";"€/cabeza"
"SOC_CLVS001";"Bovinos de menos de un año";"Comunidad de Madrid";"905";"€/cabeza"
"SOC_CLVS001";"Bovinos de menos de un año";"Región de Murcia";"905";"€/cabeza"
"SOC_CLVS001";"Bovinos de menos de un año";"Comunidad Foral de Navarra";"1046";"€/cabeza"
"SOC_CLVS001";"Bovinos de menos de un año";"Comunidad Autónoma del País Vasco";"1018";"€/cabeza"
"SOC_CLVS001";"Bovinos de menos de un año";"Comunidad Autónoma de La Rioja";"905";"€/cabeza"
"SOC_CLVS003";"Bovinos machos de entre un año y menos de dos años";"Comunidad Autónoma de Andalucía";"966";"€/cabeza"
"SOC_CLVS003";"Bovinos machos de entre un año y menos de dos años";"Comunidad Autónoma de Aragón";"966";"€/cabeza"
"SOC_CLVS003";"Bovinos machos de entre un año y menos de dos años";"Principado de Asturias";"966";"€/cabeza"
"SOC_CLVS003";"Bovinos machos de entre un año y menos de dos años";"Comunidad Autónoma de Illes Balears";"966";"€/cabeza"
"SOC_CLVS003";"Bovinos machos de entre un año y menos de dos años";"Comunidad Autónoma de Canarias";"966";"€/cabeza"
"SOC_CLVS003";"Bovinos machos de entre un año y menos de dos años";"Comunidad Autónoma de Cantabria";"966";"€/cabeza"
"SOC_CLVS003";"Bovinos machos de entre un año y menos de dos años";"Comunidad Autónoma de Castilla y León";"966";"€/cabeza"
"SOC_CLVS003";"Bovinos machos de entre un año y menos de dos años";"Comunidad Autónoma de Castilla-La Mancha";"966";"€/cabeza"
"SOC_CLVS003";"Bovinos machos de entre un año y menos de dos años";"Comunidad Autónoma de Cataluña";"966";"€/cabeza"
"SOC_CLVS003";"Bovinos machos de entre un año y menos de dos años";"Comunidad Valenciana";"966";"€/cabeza"
"SOC_CLVS003";"Bovinos machos de entre un año y menos de dos años";"Comunidad Autónoma de Extremadura";"966";"€/cabeza"
"SOC_CLVS003";"Bovinos machos de entre un año y menos de dos años";"Comunidad Autónoma de Galicia";"966";"€/cabeza"
"SOC_CLVS003";"Bovinos machos de entre un año y menos de dos años";"Comunidad de Madrid";"966";"€/cabeza"
"SOC_CLVS003";"Bovinos machos de entre un año y menos de dos años";"Región de Murcia";"966";"€/cabeza"
"SOC_CLVS003";"Bovinos machos de entre un año y menos de dos años";"Comunidad Foral de Navarra";"966";"€/cabeza"
"SOC_CLVS003";"Bovinos machos de entre un año y menos de dos años";"Comunidad Autónoma del País Vasco";"966";"€/cabeza"
"SOC_CLVS003";"Bovinos machos de entre un año y menos de dos años";"Comunidad Autónoma de La Rioja";"966";"€/cabeza"
"SOC_CLVS004";"Terneras de entre un año y menos de dos años";"Comunidad Autónoma de Andalucía";"387";"€/cabeza"
"SOC_CLVS004";"Terneras de entre un año y menos de dos años";"Comunidad Autónoma de Aragón";"387";"€/cabeza"
"SOC_CLVS004";"Terneras de entre un año y menos de dos años";"Principado de Asturias";"387";"€/cabeza"
"SOC_CLVS004";"Terneras de entre un año y menos de dos años";"Comunidad Autónoma de Illes Balears";"387";"€/cabeza"
"SOC_CLVS004";"Terneras de entre un año y menos de dos años";"Comunidad Autónoma de Canarias";"387";"€/cabeza"
"SOC_CLVS004";"Terneras de entre un año y menos de dos años";"Comunidad Autónoma de Cantabria";"387";"€/cabeza"
"SOC_CLVS004";"Terneras de entre un año y menos de dos años";"Comunidad Autónoma de Castilla y León";"387";"€/cabeza"
"SOC_CLVS004";"Terneras de entre un año y menos de dos años";"Comunidad Autónoma de Castilla-La Mancha";"387";"€/cabeza"
"SOC_CLVS004";"Terneras de entre un año y menos de dos años";"Comunidad Autónoma de Cataluña";"387";"€/cabeza"
"SOC_CLVS004";"Terneras de entre un año y menos de dos años";"Comunidad Valenciana";"387";"€/cabeza"
"SOC_CLVS004";"Terneras de entre un año y menos de dos años";"Comunidad Autónoma de Extremadura";"387";"€/cabeza"
"SOC_CLVS004";"Terneras de entre un año y menos de dos años";"Comunidad Autónoma de Galicia";"387";"€/cabeza"
"SOC_CLVS004";"Terneras de entre un año y menos de dos años";"Comunidad de Madrid";"387";"€/cabeza"
"SOC_CLVS004";"Terneras de entre un año y menos de dos años";"Región de Murcia";"387";"€/cabeza"
"SOC_CLVS004";"Terneras de entre un año y menos de dos años";"Comunidad Foral de Navarra";"387";"€/cabeza"
"SOC_CLVS004";"Terneras de entre un año y menos de dos años";"Comunidad Autónoma del País Vasco";"387";"€/cabeza"
"SOC_CLVS004";"Terneras de entre un año y menos de dos años";"Comunidad Autónoma de La Rioja";"387";"€/cabeza"
"SOC_CLVS005";"Bovinos machos de dos años o más";"Comunidad Autónoma de Andalucía";"641";"€/cabeza"
