"Código cultivo SIEX";"Cultivo SIEX";"Asociación de cultivos";"Código CPE";"Categoría del CPE"
"687";"ARECA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"688";"ARGYRANTEMUM";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"689";"ARMERIA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"690";"ASPLENIUM";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"691";"ALSTROEMERIA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"692";"ANTIRRHINUM";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"693";"RHODODENDRON";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"694";"BEGONIA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"695";"BEGONIA ELIATOR";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"696";"BEGONIA SEMPERFLORENS";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"697";"BELLIS";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"698";"BEAUCARNEA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"699";"BIGNONIA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"701";"BORONIA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"702";"BULBINE";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"703";"CAESALPINIA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"704";"CALCEOLARIA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"705";"CALIBRACHOA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"706";"CALLA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"707";"CALLISTEMON";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"708";"CAMELLIA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"709";"CANNA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"710";"CAREX";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"711";"CARISSA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"712";"CEREZA DE NATAL";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"713";"CASSIA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"714";"CEANOTHUS";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"715";"CERATONIA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"716";"CESTRUM";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"717";"CYCAS";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"718";"CINERARIA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"719";"CLIVIA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"720";"CODIAEUM";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"721";"CÓLEO";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"722";"CONVOLVULUS";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"723";"COPROSMA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"724";"CORDYLINE";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"725";"CORREA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"726";"CRASSULA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"727";"CYPERUS";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"728";"DAHLIA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"729";"DAPHNE";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"730";"DASYLIRION";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"731";"DELOSPERMA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"732";"DIANELLA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"733";"DIMORPHOTHECA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"734";"DIOSMA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"735";"DODONAEA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"736";"DRACAENA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"737";"BOCA DE DRAGÓN";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"738";"DURANTA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"739";"ECHIUM";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"740";"EPIPREMNUM";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"741";"EREMOPHILA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"742";"ERIOSTEMON";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"743";"EUONYMUS";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"744";"EUPHORBIA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"745";"FARFUGIUM";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"746";"FICUS";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"747";"FLOR DE CERA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"748";"FLOR DE PAPEL";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"749";"FUCHSIA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"751";"GALVEZIA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"752";"GARDENIA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"753";"GAURA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"754";"GAZANIA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"755";"GITANILLA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"756";"HALIMIUM";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"757";"HEBE";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"758";"HEDYCHIUM";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"759";"HORTENSIA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"760";"JACOBINIA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"761";"JAZMIN ESTRELLADO";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"762";"JAZMIN CHINO";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"763";"KALANCHOE";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"764";"KENTIA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"765";"LANTANA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"766";"LEPTOSPERMUM";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"767";"LEWISIA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"768";"LIMONIASTRUM";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"769";"FALSO JAZMÍN";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"770";"LOBELIA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"771";"LOBULARIA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"772";"MAGNOLIA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"773";"MYRSINE";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"774";"MYRTUS";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"775";"MUEHLENBECKIA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"776";"MUSA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"777";"NEPHROLEPIS";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"778";"FEIJOA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"779";"NERIUM";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"780";"PATA DE ELEFANTE";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"781";"OPERCULINA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"782";"OZOTHAMNUS";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"783";"PACHIRA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"784";"PAPIRO EGIPCIO";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"785";"PASSIFLORA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"786";"PELARGONIUM";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"787";"PEROVSKIA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"788";"PETUNIA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"789";"PHILODENDRON";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"790";"PIERIS";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"791";"PIMELEA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"792";"RHAPHIOLEPIS";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"793";"PLUMBAGO";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"794";"PLUMERIA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"795";"POLÍGALA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"796";"PORTULACA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"797";"PHORMIUM";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"798";"PRÍMULA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"799";"SIDA FALLAX";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"801";"QUISQUALIS";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"802";"RHAPIS";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"803";"PALMA DE VIAJERO";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"804";"RUSSELIA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"805";"SANSEVIERIA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"806";"SARCOPOTERIUM";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"807";"SCHEFFLERA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"808";"SPATHIPHYLLUM";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"809";"STEPHANOTIS";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"810";"STIPA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"811";"SYNGONIUM";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"812";"TEUCRIUM";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"813";"THUJA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"814";"TRACHELOSPERMUM";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"815";"TULBAGHIA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"816";"VINCA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"817";"VITEX";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"818";"VIBURNUM";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"819";"WESTRINGIA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"820";"YUCCA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"821";"METROSIDEROS";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"823";"EPHEDRA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"838";"CHAENOMELES";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"839";"PYRACANTHA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"840";"COTONEASTER";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"841";"AMELANCHIER";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"842";"ESPINO ALBAR";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"843";"NÍSPERO EUROPEO";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"844";"ÁRBOL DEL PARAÍSO";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"845";"LIGUSTRUM";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"846";"LILO";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"847";"LABIÉRNAGO";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"848";"JASMINUM";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"849";"CINAMOMO";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"851";"TAMARIX";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"852";"RHAMNUS";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"853";"HEDERA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"854";"CORNICABRA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"855";"ÁRBOL DE LAS PELUCAS";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"857";"BUXUS";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"858";"BOUGAINVILLEA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"859";"CELINDA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"860";"HIBISCUS";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"861";"ERICA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"862";"GAYUBA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"863";"PARTHENOCISSUS";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"864";"CISSUS";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"865";"AGAVE";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"866";"GUANÁBANO";"NO";"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical"
"867";"ÁRBOL DE LA NUEZ DE MACADAMIA";"NO";"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical"
"868";"HIERBA LIMÓN";"NO";"SOC_CLND034";"Plantas aromáticas, medicinales y culinarias"
"869";"CHAYOTE";"NO";"SOC_CLND044";"Hortalizas frescas (incluidos melones) y fresas - Horticultura comercial"
"870";"ANGÉLICA";"NO";"SOC_CLND034";"Plantas aromáticas, medicinales y culinarias"
"871";"RUDA";"NO";"SOC_CLND034";"Plantas aromáticas, medicinales y culinarias"
"872";"LEVÍSTICO";"NO";"SOC_CLND034";"Plantas aromáticas, medicinales y culinarias"
"873";"HELICHRYSUM";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"874";"CYCLAMEN";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"875";"GLADIOLUS";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"876";"HYACINTHUS";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"877";"LIRIO ARAÑA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"878";"TULIPA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"879";"NARCISSUS";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"880";"LILIUM";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"881";"VIOLA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"882";"CHRYSANTHEMUM";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"883";"AGERATUM";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"884";"IMPATIENS";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"885";"LIRIO DE LOS VALLES";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"886";"TAGETES";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"887";"CAPUCHINA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"888";"FICUS RABUDO";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"889";"FICUS BENJAMINA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"890";"HIGUERA CAUCHERA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"891";"FICUS DE HOJA DE VIOLÍN";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"892";"HIGUERA DE BAHÍA MORETÓN";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"893";"LAUREL DE INDIAS";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"894";"HIGUERA HERRUMBROSA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"895";"CAMELIA JAPONESA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"896";"CHEFLERA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"897";"MIRTO";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"898";"ADELFA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"899";"FLOR DE PASCUA";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"901";"MOSTAZA ETÍOPE";"NO";"SOC_CLND034";"Plantas aromáticas, medicinales y culinarias"
"902";"MOSTAZA CHINA";"NO";"SOC_CLND034";"Plantas aromáticas, medicinales y culinarias"
"904";"CROTALARIA JUNCEA";"NO";"SOC_CLND014";"Leguminosas y proteaginosas secas para la producción de grano (incluidas las semillas y las mezclas de cereales con leguminosas)"
"905";"PLATANERA";"NO";"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical"
"906";"PIÑA";"NO";"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical"
"907";"AZUFAIFO";"NO";"SOC_CLND057";"Frutas de hueso"
"908";"CARAMBOLO";"NO";"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical"
"909";"NASHI";"NO";"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical"
"910";"LITCHI";"NO";"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical"
"911";"KUMQUAT";"NO";"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical"
"912";"LIMEQUAT";"NO";"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical"
"913";"MANO DE BUDA";"NO";"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical"
"914";"CAVIAR CÍTRICO/ FINGER LIME";"NO";"SOC_CLND061";"Cítricos"
"915";"LIMA";"NO";"SOC_CLND061";"Cítricos"
"916";"KALE";"NO";"SOC_CLND044";"Hortalizas frescas (incluidos melones) y fresas - Horticultura comercial"
"918";"ARGÁN";"NO";"SOC_CLND057";"Frutas de hueso"
"919";"PITAYA";"NO";"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical"
"920";"LONGAN";"NO";"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical"
"921";"MANGOSTÁN";"NO";"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical"
"922";"RAMBUTÁN";"NO";"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical"
"923";"GUAYABO";"NO";"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical"
"924";"ZAPOTE";"NO";"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical"
"925";"ALFICOZ";"NO";"SOC_CLND044";"Hortalizas frescas (incluidos melones) y fresas - Horticultura comercial"
"926";"BATATA";"NO";"SOC_CLND044";"Hortalizas frescas (incluidos melones) y fresas - Horticultura comercial"
"927";"OKRA";"NO";"SOC_CLND044";"Hortalizas frescas (incluidos melones) y fresas - Horticultura comercial"
"928";"PHYSALIS";"NO";"SOC_CLND044";"Hortalizas frescas (incluidos melones) y fresas - Horticultura comercial"
"929";"RÚCULA";"NO";"SOC_CLND044";"Hortalizas frescas (incluidos melones) y fresas - Horticultura comercial"
"930";"SALICORNIA";"NO";"SOC_CLND048_083";"Otros cultivos de tierras arables n.c.o.p., inclusive en invernadero o bajo cubierta alta accesible"
"932";"PLANTAS ORNAMENTALES";"NO";"SOC_CLND046";"Flores y plantas ornamentales (excepto viveros) - Producidas al aire libre"
"933";"ÑAME";"NO";"SOC_CLND044";"Hortalizas frescas (incluidos melones) y fresas - Horticultura comercial"
"936";"TAGASASTE";"NO";"SOC_CLND071";"Otros cultivos permanentes"
"937";"CUERNECILLO";"NO";"SOC_CLND038";"Pastos y prados temporales"
"938";"FRESÓN";"NO";"SOC_CLND044";"Hortalizas frescas (incluidos melones) y fresas - Horticultura comercial"
"939";"ALMENDRO-OLIVAR";"SI";"SOC_CLND060";"Frutos de cáscara"
"939";"ALMENDRO-OLIVAR";"SI";"SOC_CLND069";"Aceitunas"
"940";"NARANJO-CAQUI";"SI";"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical"
"940";"NARANJO-CAQUI";"SI";"SOC_CLND061";"Cítricos"
"941";"NARANJO-MANDARINO";"SI";"SOC_CLND061";"Cítricos"
"942";"NÍSPERO-CAQUI";"SI";"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical"
"943";"PALMERA DATILERA";"NO";"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical"
"944";"MARACUYÁ o FRUTO DE LA PASIÓN";"NO";"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical"
"945";"MEZCLA AVENA-HABA";"NO";"SOC_CLND038";"Pastos y prados temporales"
"946";"MEZCLA AVENA-CEBADA-VEZA";"NO";"SOC_CLND038";"Pastos y prados temporales"
"947";"JOJOBA";"NO";"SOC_CLND071";"Otros cultivos permanentes"
"948";"CLEMENTINA-CAQUI";"SI";"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical"
"948";"CLEMENTINA-CAQUI";"SI";"SOC_CLND061";"Cítricos"
"949";"SATSUMA-CAQUI";"SI";"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical"
"949";"SATSUMA-CAQUI";"SI";"SOC_CLND061";"Cítricos"
