"Código SIEX";"Código asociación (NIF)";"Razón social";"Provincia";"Comunidad Autónoma";Fecha de alta;Fecha de modificación;Fecha de baja
"719";"F13003165";"Nuestra Señora de Mairena S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"720";"F13003223";"Cristo de la Vega S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"721";"F13003249";"Agraria Vinícola Virgen de las Viñas S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"722";"F13003264";"Olivarera San Isidro S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"723";"F13003306";"Agraria San José S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"724";"F13003314";"San Isidro Labrador S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"725";"F13003322";"Nuestra Señora de la Antigua y Santo Tomás de Villanueva S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"726";"F13003330";"Nuestra Señora de la Paz S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"727";"F13003355";"El Progreso S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"728";"F13003389";"Virgen del Valle S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"729";"F13003397";"San Jorge Martir S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"730";"F13003413";"La Soconcagua S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"731";"F13003447";"Santiago Apostol S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"732";"F13003660";"Cózar de la Sierra S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"733";"F13003868";"Nuestra Señora de la Encarnación S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"734";"F13004015";"Sat Grupo Cervantino";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"735";"F13004130";"Nuestra Señora del Socorro S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"736";"F13004361";"Santísimo Cristo Del Valle S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"737";"F13004734";"La Amistad S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"738";"F13004957";"Olivarera de Valdepeñas ""Colival"" S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"739";"F13005293";"Santa Catalina S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"740";"F13005467";"Agraria Santisimo Cristo de Villajos S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"741";"F13006002";"Sat 3756CM San José";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"742";"F13006069";"Vitivinícola San José S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"743";"F13006309";"Nuestra Señora de Oreto y Zuqueca S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"744";"F13006408";"Sat Coloman 3753";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"745";"F13006598";"San Bartolomé Apóstol S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"746";"F13007901";"SAT La Carmela Nº3824";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"747";"F13008016";"Santiago Apóstol de Tomelloso S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"748";"F13010897";"Sdad Coop Agraria de CLM El Robledo";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"749";"F13011358";"Sat Nº 3.888 Virgen de Loreto";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"750";"F13013578";"El Torreón S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"751";"F13016001";"Nuestra Señora del Castillo de Chillón S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"752";"F13017173";"Hortícola La Moraleja S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"753";"F13020607";"Agropecuaria La Fuente S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"754";"F13020755";"Los Llanos S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"755";"F13021985";"Rosela S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"756";"F13025044";"Agricola y Ganadera San Pantaleón S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"757";"F13026463";"Los Pozos de Daimiel S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"758";"F13031653";"Molino de Habar S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"759";"F13032123";"Ganaderos Manchegos S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"760";"F13034038";"Santo Domingo de Guzmán S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"761";"F13036116";"Sat Juan Pablo II";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"762";"F13036173";"Vinícola de Tomelloso S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"763";"F13040035";"Agraria La Peana S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"764";"F13044144";"Ganaderos de Agudo S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"765";"F13045174";"Espigas y Reses S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"766";"F13110390";"Sánchez Sobrino S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"767";"F13120522";"Sertyman S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"768";"F13123229";"Ganaderos de Chillón S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"769";"F13143938";"Virgen del Monte de Agricultores y Ganaderos S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"770";"F13153895";"El Arriero S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"771";"F13153911";"El Rubial S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"772";"F13182522";"Campo de Montiel S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"773";"F13189667";"Montes Norte S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"774";"F13191994";"Agraria Orden de Calatrava S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"775";"F13230388";"Sat 9775CM Hortiman";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"776";"F13251491";"El Asilo S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"777";"F13254354";"Las Envidias S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"778";"F13269824";"Agro-Ureña S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"779";"F13300181";"Montes de Cabañeros S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"780";"F13300272";"Río Cañamares S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"781";"F13306279";"Castillo de Salvatierra S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"782";"F13333877";"Sat Los Auriles";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"783";"F13341441";"Sat Alifer";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"784";"F13347034";"Valle de Alcudia S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"785";"F13372438";"Castillo de Montiel S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"786";"F13372719";"Olivarera de Socuéllamos S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"787";"F13378005";"Oleovinícola Campo de Calatrava S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"788";"F13396080";"Los Tirsos S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"789";"F13397070";"Hercoliva S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"790";"F13399662";"Olivicultores de Cabezarrubias del Puerto S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"791";"F13402037";"Finca La Dehesa S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"792";"F13402557";"Llanos de Guadalmez S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"793";"F13408323";"Cooperativa Estrecho de Peñarroya S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"794";"F13449970";"Suministros Agrícolas de Pedro Muñoz S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"795";"F13463146";"Galán de Membrilla Bodegas Rezuelo S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"796";"F13466347";"Agroexplotaciones Gil Serrano S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"797";"F13467287";"Unión Santiago y San Miguel S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"798";"F13467295";"Oleovinícola Laboreña S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"799";"F13498928";"Cooperativa de Castellar de Santiago de 2º Grado S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"800";"F13499009";"Hermanos Ruíz Navarro S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"801";"F13524988";"Ovinos Entrefinos Monte Sur S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"802";"F13537329";"Ganaderias Sostenibles S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"803";"F13590666";"Vinícola de Valdepeñas S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"804";"F13602719";"Vidasol, S. Coop. de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"805";"F13626452";"Oleo Vidabol S. Coop de CLM";"Ciudad Real";"CASTILLA-LA MANCHA";26/12/2023;;
"806";"F14010664";"S.COOP.AND. OLIVARERA SANTIAGO APÓSTOL ";"Córdoba";"ANDALUCÍA";26/12/2023;;
"807";"F14010730";"S.COOP.AND. OLIVARERA NTRA. SRA. DEL CARMEN";"Córdoba";"ANDALUCÍA";26/12/2023;;
"808";"F14010755";"S.COOP.AND. NTRA. SRA. CONSOLACIÓN";"Córdoba";"ANDALUCÍA";26/12/2023;;
"809";"F14010763";"S.COOP.AND. NTRA. SRA. DEL ROSARIO ";"Córdoba";"ANDALUCÍA";26/12/2023;;
"810";"F14010771";"S.COOP.AND.  OLIV. Y  CEREAL. SAN SEBASTIÁN";"Córdoba";"ANDALUCÍA";26/12/2023;;
"811";"F14010862";"S.COOP.AND. VITIVINÍCOLA SAN ACACIO";"Córdoba";"ANDALUCÍA";26/12/2023;;
"812";"F14011100";"S.COOP.AND.  NTRA. SRA. DE GUÍA";"Córdoba";"ANDALUCÍA";26/12/2023;;
"813";"F14011134";"S.COOP.AND. DE LABRADORES Y GANADEROS";"Córdoba";"ANDALUCÍA";26/12/2023;;
"814";"F14011217";"S.COOP.AND. AGRICOLA LA AURORA";"Córdoba";"ANDALUCÍA";26/12/2023;;
"815";"F14011241";"S.COOP.AND. NTRA. SRA. PERPETUO SOCORRO";"Córdoba";"ANDALUCÍA";26/12/2023;;
"816";"F14011464";"S.COOP.AND. COOP. AGRÍC. NTRA. MADRE DEL SOL";"Córdoba";"ANDALUCÍA";26/12/2023;;
"817";"F14011522";"S.COOP.AND. DEL CAMPO NTRA. SRA. DE GRACIA";"Córdoba";"ANDALUCÍA";26/12/2023;;
"818";"F14011530";"S.COOP.AND. OLIVARERA VIRGEN DEL CAMPO";"Córdoba";"ANDALUCÍA";26/12/2023;;
"819";"F14011548";"S.COOP.AND. NTRA. SRA. DE LOS DESAMPARADOS";"Córdoba";"ANDALUCÍA";26/12/2023;;
"820";"F14011555";"S.COOP.AND. OLIV. NTRA. SRA. DE LUNA  ";"Córdoba";"ANDALUCÍA";26/12/2023;;
"821";"F14011563";"S.COOP.AND. COOP. AGRICOLA DE REGANTES";"Córdoba";"ANDALUCÍA";26/12/2023;;
"822";"F14011662";"S.COOP.AND. COOPERATIVA GANADERA  CORDOBESA";"Córdoba";"ANDALUCÍA";26/12/2023;;
"823";"F14011688";"S.COOP.AND. COOP. AGRICOLA DE RUTE";"Córdoba";"ANDALUCÍA";26/12/2023;;
"824";"F14011712";"S.COOP.AND. DEL CAMPO SAN ANTONIO ABAD ";"Córdoba";"ANDALUCÍA";26/12/2023;;
"825";"F14012108";"S.COOP.AND. OLIV. LTDA. JESÚS NAZARENO";"Córdoba";"ANDALUCÍA";26/12/2023;;
"826";"F14012116";"S.COOP.AND. OLIVARERA DE CABRA";"Córdoba";"ANDALUCÍA";26/12/2023;;
"827";"F14012124";"S.COOP.AND. NTRO. PADRE JESUS DE LAS PENAS";"Córdoba";"ANDALUCÍA";26/12/2023;;
"828";"F14012132";"S.COOP.AND. OLIVARERA DE LUCENA";"Córdoba";"ANDALUCÍA";26/12/2023;;
"829";"F14012140";"S.COOP.AND. OLIV. Y CER. NTRO. PADRE JESÚS";"Córdoba";"ANDALUCÍA";26/12/2023;;
"830";"F14012157";"S.COOP.AND. OLIV. CEREALISTA NTRA. SRA DEL VALLE";"Córdoba";"ANDALUCÍA";26/12/2023;;
"831";"F14012165";"S.COOP.AND.  NTRA. SRA. DEL ROSARIO ";"Córdoba";"ANDALUCÍA";26/12/2023;;
"832";"F14012215";"S.COOP.AND. OLIV. JESÚS NAZARENO";"Córdoba";"ANDALUCÍA";26/12/2023;;
"833";"F14012223";"S.COOP.AND. N. SRA. DEL CARMEN";"Córdoba";"ANDALUCÍA";26/12/2023;;
"834";"F14012264";"S.COOP.AND.  OLIV. VIRGEN DE LA ESTRELLA";"Córdoba";"ANDALUCÍA";26/12/2023;;
"835";"F14012280";"S.COOP.AND. NTRA. SRA. DEL ROSARIO";"Córdoba";"ANDALUCÍA";26/12/2023;;
"836";"F14012298";"S.COOP.AND. ALMAZARA DE LUQUE";"Córdoba";"ANDALUCÍA";26/12/2023;;
"837";"F14012306";"S.COOP.AND. OLIVARERA LOS PEDROCHES";"Córdoba";"ANDALUCÍA";26/12/2023;;
"838";"F14012314";"S.COOP.AND. OLIVARERA PONTANENSE";"Córdoba";"ANDALUCÍA";26/12/2023;;
"839";"F14012322";"S.COOP.AND. OLIVARERA LA PURÍSIMA";"Córdoba";"ANDALUCÍA";26/12/2023;;
"840";"F14012330";"S.COOP.AND. OLIVARERA SAN ISIDRO ";"Córdoba";"ANDALUCÍA";26/12/2023;;
"841";"F14012348";"S.COOP.AND. COOP OLIVARERA SAN ISIDRO ";"Córdoba";"ANDALUCÍA";26/12/2023;;
"842";"F14012355";"S.COOP.AND. OLIVARERA SAN ISIDRO";"Córdoba";"ANDALUCÍA";26/12/2023;;
"843";"F14012371";"S.COOP.AND. SANTA MARINA DE AGUAS SANTAS";"Córdoba";"ANDALUCÍA";26/12/2023;;
"844";"F14012397";"S.COOP.AND.  OLIVARERA DEL GUADIATO";"Córdoba";"ANDALUCÍA";26/12/2023;;
"845";"F14012900";"S.COOP.AND.  OLIV. SAN JOSÉ";"Córdoba";"ANDALUCÍA";26/12/2023;;
"846";"F14012983";"S.COOP.AND. OLIV. NTRA. SRA. DE GUADALUPE";"Córdoba";"ANDALUCÍA";26/12/2023;;
"847";"F14013023";"S.COOP.AND. AGR. NTRA. SRA. DE LA CABEZA";"Córdoba";"ANDALUCÍA";26/12/2023;;
"848";"F14013130";"S.COOP.AND. AGR. NTRA. SRA. DE LA SALUD";"Córdoba";"ANDALUCÍA";26/12/2023;;
"849";"F14013221";"S.COOP.AND. OLIV. NTRA. SRA. DE ARACELI";"Córdoba";"ANDALUCÍA";26/12/2023;;
"850";"F14013239";"S.COOP.AND.  NTRA. SRA. DE LA ASUNCIÓN";"Córdoba";"ANDALUCÍA";26/12/2023;;
"851";"F14013601";"S.COOP.AND. NTRA. SRA. DE LA MERCED ";"Córdoba";"ANDALUCÍA";26/12/2023;;
"852";"F14014245";"S.COOP.AND. COVAP";"Córdoba";"ANDALUCÍA";26/12/2023;;
"853";"F14014310";"S.COOP.AND. AGROPECUARIA SAN ISIDRO";"Córdoba";"ANDALUCÍA";26/12/2023;;
"854";"F14014328";"S.COOP.AND. AGR. ABEN-CALEZ";"Córdoba";"ANDALUCÍA";26/12/2023;;
"855";"F14014955";"S.COOP.AND. COOP. AGR. DE REGANTES SAN RAFAEL  ";"Córdoba";"ANDALUCÍA";26/12/2023;;
"856";"F14015036";"S.COOP.AND. VITIVINÍCOLA LOCAL";"Córdoba";"ANDALUCÍA";26/12/2023;;
"857";"F14015168";"S.COOP.AND. OLIV. NTRA. SRA. DE LA SALUD";"Córdoba";"ANDALUCÍA";26/12/2023;;
"858";"F14015234";"S.COOP.AND. VITIV. SAN JERÓNIMO";"Córdoba";"ANDALUCÍA";26/12/2023;;
"859";"F14015242";"S.COOP.AND. BODEGAS JESÚS NAZARENO";"Córdoba";"ANDALUCÍA";26/12/2023;;
"860";"F14015622";"S.COOP.AND. AGROP. SAN FRANCISCO DE BORJA ";"Córdoba";"ANDALUCÍA";26/12/2023;;
"861";"F14015986";"S.COOP.AND. OLIVARERA DE MONTORO";"Córdoba";"ANDALUCÍA";26/12/2023;;
"862";"F14016232";"S.COOP.AND. OLIV. SAN JOSÉ";"Córdoba";"ANDALUCÍA";26/12/2023;;
"863";"F14016547";"S.COOP.AND. VITIVINICOLA  LA PURÍSIMA ";"Córdoba";"ANDALUCÍA";26/12/2023;;
"864";"F14016729";"S.COOP.AND. OLEÍCOLA EL TEJAR N.S. ARACELI";"Córdoba";"ANDALUCÍA";26/12/2023;;
"865";"F14017065";"S.COOP.AND. NTRA SRA. DEL VALLE RICO";"Córdoba";"ANDALUCÍA";26/12/2023;;
"866";"F14017305";"S.COOP.AND. VITIV. NTRA. SRA. DEL ROSARIO";"Córdoba";"ANDALUCÍA";26/12/2023;;
"867";"F14017461";"S.COOP.AND. OLIVARERA GERMÁN BAENA";"Córdoba";"ANDALUCÍA";26/12/2023;;
"868";"F14017511";"S.COOP.AND. NTRA. SRA. DE LA PIEDAD";"Córdoba";"ANDALUCÍA";26/12/2023;;
"869";"F14017842";"S.A.T. ALBARIZAS Nº 2.423";"Córdoba";"ANDALUCÍA";26/12/2023;;
"870";"F14018022";"S.COOP.AND. VIRGEN DE LA TORRE";"Córdoba";"ANDALUCÍA";26/12/2023;;
"871";"F14019988";"S.COOP.AND. SAN JOSÉ";"Córdoba";"ANDALUCÍA";26/12/2023;;
"872";"F14020440";"S.COOP.AND. AGRÍC. SAN ISIDRO LABRADOR";"Córdoba";"ANDALUCÍA";26/12/2023;;
"873";"F14024103";"S.COOP.AND. ADEREZOLIVA";"Córdoba";"ANDALUCÍA";26/12/2023;;
"874";"F14025605";"S.A.T. Nº 1187 SAN ANTONIO ";"Córdoba";"ANDALUCÍA";26/12/2023;;
"875";"F14025977";"S.COOP.AND. SAN ROQUE";"Córdoba";"ANDALUCÍA";26/12/2023;;
"876";"F14026249";"S.COOP.AND. LA UNIÓN DE BUJALANCE";"Córdoba";"ANDALUCÍA";26/12/2023;;
"877";"F14027007";"S.COOP.AND. ALMAZARA SAN BARTOLOMÉ";"Córdoba";"ANDALUCÍA";26/12/2023;;
"878";"F14028849";"S.COOP.AND. LA UNIÓN DE MONTILLA";"Córdoba";"ANDALUCÍA";26/12/2023;;
"879";"F14063648";"S.COOP.AND. CORPEDROCHES";"Córdoba";"ANDALUCÍA";26/12/2023;;
"880";"F14063804";"S.COOP.AND. VIRGEN DE ALCANTARILLA";"Córdoba";"ANDALUCÍA";26/12/2023;;
"881";"F14087100";"S.COOP.AND. EL CAJILÓN";"Córdoba";"ANDALUCÍA";26/12/2023;;
"882";"F14104905";"S.COOP.AND. SAN ISIDRO LABRADOR";"Córdoba";"ANDALUCÍA";26/12/2023;;
"883";"F14205843";"S.COOP.AND. AGRARIA NATALIO RIVAS";"Córdoba";"ANDALUCÍA";26/12/2023;;
"884";"F14219265";"S.COOP.AND. HORTOFRUTICOLA LAS HUERTAS";"Córdoba";"ANDALUCÍA";26/12/2023;;
"885";"F14221121";"S.COOP.AND. AGROPECUARIA DE PEDROCHE";"Córdoba";"ANDALUCÍA";26/12/2023;;
"886";"F14500870";"S.COOP.AND. DEHESA DE LOS PEDROCHES";"Córdoba";"ANDALUCÍA";26/12/2023;;
"887";"F14537849";"S.A.T. VIRGEN DE LA OLIVA";"Córdoba";"ANDALUCÍA";26/12/2023;;
"888";"F14571483";"S.COOP.AND.  LAS CINCO VILLAS";"Córdoba";"ANDALUCÍA";26/12/2023;;
"889";"F14615983";"S.A.T. OLEOPALMA";"Córdoba";"ANDALUCÍA";26/12/2023;;
"890";"F14803241";"S.COOP.AND . ALMAZARA DE LA SUBBÉTICA S.C.A";"Córdoba";"ANDALUCÍA";26/12/2023;;
"891";"F14825343";"FEDEPROL CÓRDOBA S.COOP.AND.  2º GRADO";"Córdoba";"ANDALUCÍA";26/12/2023;;
"892";"F14833982";"S.COOP.AND. CERESUR ";"Córdoba";"ANDALUCÍA";26/12/2023;;
"893";"F14880736";"S.COOP.AND. SUFECO";"Córdoba";"ANDALUCÍA";26/12/2023;;
"894";"F14890339";"S.COOP.AND. MERINO DEL SUR";"Córdoba";"ANDALUCÍA";26/12/2023;;
"895";"F14968499";"EA GROUP S.C";"Badajoz";"EXTREMADURA";26/12/2023;;
"896";"F15000177";"COOPERATIVA AGRARIA PROVINCIAL DE A CORUÑA, S. COOP. GALEGA";"Coruña, A";"GALICIA";26/12/2023;;
"897";"F15013915";"COOPERATIVA AGRARIA DE MEIRÁS, S. COOP. GALEGA";"Coruña, A";"GALICIA";26/12/2023;;
"898";"F15017007";"A CAPELA, S. COOP. GALEGA";"Coruña, A";"GALICIA";26/12/2023;;
"899";"F15020290";"XALLAS- SANTA COMBA, S. COOP. GALEGA";"Coruña, A";"GALICIA";26/12/2023;;
"900";"F15021272";"PLANTEL DE BETANZOS, S. COOP. GALEGA";"Coruña, A";"GALICIA";26/12/2023;;
"901";"F15022817";"SAN VICENTE DE VILABOA, S. COOP. GALEGA";"Coruña, A";"GALICIA";26/12/2023;;
"902";"F15025810";"CUSOVIAME, S. COOP. GALEGA";"Coruña, A";"GALICIA";26/12/2023;;
"903";"F15030141";"COOPERATIVA DE LAGO, S. COOP. GALEGA";"Coruña, A";"GALICIA";26/12/2023;;
"904";"F15044407";"VALXESTOSO, S. COOP. GALEGA";"Coruña, A";"GALICIA";26/12/2023;;
"905";"F15049638";"COBA DE VALES, S. COOP. GALEGA";"Coruña, A";"GALICIA";26/12/2023;;
"906";"F15076862";"AGROFLOR, S. COOP. GALEGA";"Coruña, A";"GALICIA";26/12/2023;;
"907";"F15083785";"COPORC, S. COOP. GALEGA";"Coruña, A";"GALICIA";26/12/2023;;
"908";"F15110430";"LEITEIRA PICO-SACRO, S. COOP. GALEGA";"Coruña, A";"GALICIA";26/12/2023;;
"909";"F15232937";"ERICA MEL, S. COOP. GALEGA";"Coruña, A";"GALICIA";26/12/2023;;
"910";"F15505787";"PRODUCTORES TERNERA GALLEGA ""PROTERGA"", S.COOP.GALEGA";"Lugo";"GALICIA";26/12/2023;;
"911";"F15575087";"ARTESANS GANDEIROS, S. COOP. GALEGA";"Lugo";"GALICIA";26/12/2023;;
"912";"F15964943";"GANXABAR, S. COOP. GALEGA";"Coruña, A";"GALICIA";26/12/2023;;
"913";"F16002511";"San Isidro Labrador S. Coop de CLM";"Cuenca";"CASTILLA-LA MANCHA";26/12/2023;;
"914";"F16002545";"Dulce Nombre de Jesús S. Coop de CLM";"Cuenca";"CASTILLA-LA MANCHA";26/12/2023;;
"915";"F16002578";"Nuestra Señora de la Asunción S. Coop de CLM";"Cuenca";"CASTILLA-LA MANCHA";26/12/2023;;
"916";"F16002602";"La Aliaguillera S. Coop de CLM";"Cuenca";"CASTILLA-LA MANCHA";26/12/2023;;
"917";"F16002628";"San Andrés Apostol S. Coop de CLM";"Cuenca";"CASTILLA-LA MANCHA";26/12/2023;;
"918";"F16002644";"San Isidro S. Coop de CLM";"Cuenca";"CASTILLA-LA MANCHA";26/12/2023;;
"919";"F16002750";"San Antonio de Padua S. Coop de CLM";"Cuenca";"CASTILLA-LA MANCHA";26/12/2023;;
"920";"F16002826";"Nuestra Señora de la Estrella S. Coop de CLM";"Cuenca";"CASTILLA-LA MANCHA";26/12/2023;;
"921";"F16002834";"Fuen María S. Coop de CLM";"Cuenca";"CASTILLA-LA MANCHA";26/12/2023;;
"922";"F16002842";"Santo Cristo de la Salud S. Coop de CLM";"Cuenca";"CASTILLA-LA MANCHA";26/12/2023;;
"923";"F16002859";"San Antonio Abad S. Coop de CLM";"Cuenca";"CASTILLA-LA MANCHA";26/12/2023;;
"924";"F16002917";"Nuestro Padre Jesús de Nazareno S. Coop de CLM";"Cuenca";"CASTILLA-LA MANCHA";26/12/2023;;
"925";"F16002925";"Nuestra Señora de Riansares S. Coop de CLM";"Cuenca";"CASTILLA-LA MANCHA";26/12/2023;;
"926";"F16002974";"La Vid y la Espiga S. Coop de CLM";"Cuenca";"CASTILLA-LA MANCHA";26/12/2023;;
"927";"F16002990";"Imperio S. Coop de CLM";"Cuenca";"CASTILLA-LA MANCHA";26/12/2023;;
"928";"F16003022";"Nuestra Señora del Rosario S. Coop de CLM";"Cuenca";"CASTILLA-LA MANCHA";26/12/2023;;
"929";"F16003030";"San Isidro de Ledaña S. Coop de CLM";"Cuenca";"CASTILLA-LA MANCHA";26/12/2023;;
"930";"F16003048";"Nuestra Señora de Manjavacas S. Coop de CLM";"Cuenca";"CASTILLA-LA MANCHA";26/12/2023;;
"931";"F16003063";"Santa Ana S. Coop de CLM";"Cuenca";"CASTILLA-LA MANCHA";26/12/2023;;
"932";"F16003071";"Inmaculada Concepción S. Coop de CLM";"Cuenca";"CASTILLA-LA MANCHA";26/12/2023;;
"933";"F16003147";"Unión Campesina Iniestense S. Coop de CLM";"Cuenca";"CASTILLA-LA MANCHA";26/12/2023;;
"934";"F16003253";"Agraria San Isidro S. Coop de CLM";"Cuenca";"CASTILLA-LA MANCHA";26/12/2023;;
"935";"F16003287";"San Isidro Labrador de Ranera S. Coop de CLM";"Cuenca";"CASTILLA-LA MANCHA";26/12/2023;;
"936";"F16003345";"Nuestra Señora del Espino S. Coop de CLM";"Cuenca";"CASTILLA-LA MANCHA";26/12/2023;;
